,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,length_diff_abs,token_count_old,token_count_new,token_overlap,old_in_new,new_in_old,levenshtein_distance,edit_distance_ratio,complete_replacement,structure_similarity,high_token_overlap,char_insertions,char_deletions,adjacent_char_swap,avg_word_similarity,has_significant_prefix,has_significant_suffix,full_cosine_similarity
4496,2330942,197867,20/20,label,,-1,label,"""20/20 (U.S. TV series)""",,"""20/20""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,17,4,1,0.25,0,1,17,0.7727272727272727,0,0.25,0,0,17,0,4.25,1,0,0.8907932
4499,50995985,1297,Chicago,description,,-2,description,"""city in Illinois, U.S.""",,"""city in Illinois, United States of America""",,string,UPDATE,PROPERTY_VALUE,"big city, city of Illinois, global city","city and county seat of Cook County, Illinois, United States of America",,,re_formatting,,20,4,7,0.375,0,0,22,0.5238095238095238,0,0.5714285714285714,0,10,2,0,5.178571428571429,1,0,0.99550474
4505,175086250,62162,Fritz Walter,description,,-2,description,"""Germen football player""",,"""German football player""",,string,UPDATE,PROPERTY_VALUE,human,German football player,,,textual_change,,0,3,3,0.5,0,0,1,0.045454545454545456,0,1.0,0,0,0,0,4.777777777777778,1,1,0.97859395
4506,1523853859,334093,Neurosis,description,,-2,description,"""American band""",,"""American metal band""",,string,UPDATE,PROPERTY_VALUE,musical group,American post-metal band,,,unrefinement,,6,2,3,0.6666666666666666,0,0,6,0.3157894736842105,0,0.6666666666666667,0,2,0,0,4.0,1,1,0.98919487
4510,1588992763,286680,Medgaz,description,,-2,description,"""company""",,"""natural gas pipeline between Algeria and Spain""",,string,UPDATE,PROPERTY_VALUE,gas pipeline,gas pipeline between Algeria and Spain,,,refinement,,39,1,7,0.0,0,0,43,0.9347826086956522,1,0.1428571428571429,0,32,4,0,6.285714285714286,0,0,0.9745343
4515,2265964550,50188,The Human Comedy,Q50188$1d9db0b1-4a73-8d77-75be-18c3af93d17b,,6706,De Agostini ID,"""Commèdia+umana""",,"""Commèdia+umana+La-""",,string,UPDATE,PROPERTY_VALUE,literary cycle,"1822–1848 series of novels, essays and stories  by Honoré de Balzac",,,refinement,,4,1,1,0.0,1,0,4,0.2222222222222222,0,1.0,0,2,0,0,4.0,1,0,0.9950029
4519,1289931831,461192,Prince Feisal bin Al-Hussein of Jordan,Q461192$F1DF0353-8B03-435F-BEB4-B38B9D39B0E9,,18,image,"""Lamine Diack.jpg""",,"""Colorado ANG, Jordan, 10 years of brotherhood 140514-F-GO396-047 (cropped).jpg""",,string,UPDATE,PROPERTY_VALUE,human,Jordanian prince,,,property_value_update,,62,2,9,0.0,0,0,67,0.8589743589743589,1,0.2222222222222222,0,56,6,0,9.38888888888889,0,1,0.9666268
4521,2259744028,76483,Rainer Maria Rilke,Q76483$FC00AC6E-0F15-4EF0-BF5C-78424BF3DE57,,6394,ELNET ID,"""a11136479""",,"""11136479""",,string,UPDATE,PROPERTY_VALUE,human,Austrian poet and writer (1875–1926),,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.99501413
4524,1196766401,368399,big ball of mud,description,,-2,description,"""Software systems that lack perceivable architecture""",,"""software systems that lack perceivable architecture""",,string,UPDATE,PROPERTY_VALUE,programming anti-pattern,software systems that lack perceivable architecture,,,re_formatting,,0,6,6,0.7142857142857143,0,0,0,0.0,0,1.0,0,0,1,0,6.944444444444445,0,1,0.9985605
4542,6542516,234,Flanders,description,,-2,description,"""the northern, Dutch/Flemish speaking region of Belgium""",,"""the northern, Dutch-speaking community and region of Belgium""",,string,UPDATE,PROPERTY_VALUE,ethnic territory,land of the Flemish people,,,refinement,,6,7,8,0.5,0,0,18,0.3,0,0.875,0,3,2,0,7.035714285714286,1,1,0.99208915
4543,51980850,69020,Hölstein,description,,-2,description,"""municipality of Switzerland""",,"""municipality in Switzerland""",,string,UPDATE,PROPERTY_VALUE,municipality of Switzerland,municipality in the canton of Basel-Landschaft in Switzerland,,,rewording,,0,3,3,0.5,0,0,2,0.07407407407407407,0,1.0,0,0,2,0,7.222222222222222,1,1,0.99707735
4545,985984523,225860,Čestereg,description,,-2,description,"""human settlement""",,"""Village in Žitište municipality, Serbia""",,string,UPDATE,PROPERTY_VALUE,"cadastral municipality of Serbia, village","village in Žitište municipality, Serbia",,,refinement,,23,2,5,0.0,0,0,31,0.7948717948717948,1,0.4,0,19,2,0,8.0,0,0,0.9818942
4553,624230798,47508794,Claude Boulle,description,,-2,description,"""French officil""",,"""French official""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,2,2,0.3333333333333333,0,0,1,0.06666666666666667,0,1.0,0,1,0,0,3.5,1,0,0.9407622
4561,2249864588,199931,Leighton Meester,description,,-2,description,"""American actress and singer (1986–)""",,"""American actress and singer""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,8,5,4,0.8,0,1,8,0.22857142857142856,0,0.8,0,0,7,0,5.35,1,0,0.9675222
4562,359515631,23,George Washington,description,,-2,description,"""1st President of the United States""",,"""first President of the United States""",,string,UPDATE,PROPERTY_VALUE,human,Founding Father and first U.S. president (1789–1797),,,re_formatting,,2,6,6,0.7142857142857143,0,0,3,0.08333333333333333,0,1.0,0,0,1,0,4.833333333333333,0,1,0.9946711
4563,244569131,70711,Margot Drechsel,label,,-1,label,"""Margot Dreschel""",,"""Margot Drechsel""",,string,UPDATE,PROPERTY_VALUE,human,Nazi concentration camp guard,,,textual_change,,0,2,2,0.3333333333333333,0,0,2,0.13333333333333333,0,1.0,0,0,0,0,4.5,1,0,0.98264205
4565,542154102,286703,English River,description,,-2,description,"""river""",,"""river in Canada""",,string,UPDATE,PROPERTY_VALUE,river,"river in northwestern Ontario, Canada",,,refinement,,10,1,3,0.3333333333333333,1,0,10,0.6666666666666666,0,0.33333333333333337,0,9,0,0,3.3333333333333335,1,0,0.9904868
4567,2263730800,373462,Cayman Islands men's national football team,label,,-1,label,"""Cayman Islands national football team""",,"""Cayman Islands men's national football team""",,string,UPDATE,PROPERTY_VALUE,national association football team,national association football team,,,refinement,,6,5,6,0.8333333333333334,0,0,6,0.13953488372093023,0,0.8333333333333334,1,1,0,0,5.266666666666667,1,1,0.9955966
4570,2259738699,46602,Ivan Bunin,Q46602$334F7302-E94C-47A8-BD75-4803AF86E094,,6394,ELNET ID,"""a11142157""",,"""11142157""",,string,UPDATE,PROPERTY_VALUE,human,Russian writer and poet (1870–1953),,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.9955859
4574,1935713775,91544,Ludwig Schemann,description,,-2,description,"""German anthropologist, librarian, translator and writer""",,"""German translator and race theorist (1852–1938)""",,string,UPDATE,PROPERTY_VALUE,human,German translator and race theorist (1852–1938),,,unrefinement,,8,6,6,0.3333333333333333,0,0,39,0.7090909090909091,0,1.0,0,12,6,0,7.888888888888889,1,0,0.9772977
4575,370311,17480,Antwerp International Airport,label,,-1,label,"""Flanders""",,"""Antwerp International Airport""",,string,UPDATE,PROPERTY_VALUE,"airport, commercial traffic aerodrome, international airport","international airport serving Antwerp, Belgium",,,property_value_update,,21,1,3,0.0,0,0,26,0.896551724137931,1,0.33333333333333337,0,16,3,0,8.333333333333334,0,0,0.98581296
4577,2199131463,197894,Owen Paterson,description,,-2,description,"""British former politician""",,"""British politician""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,7,3,2,0.6666666666666666,0,0,7,0.28,0,0.6666666666666667,0,0,3,0,5.0,1,1,0.97494483
4579,2194966183,111219382,Princess Ekaterina Alexandrovna Shcherbatov,description,,-2,description,"""Russian Noble""",,"""Russian noble""",,string,UPDATE,PROPERTY_VALUE,human,Russian noble,,,re_formatting,,0,2,2,0.3333333333333333,0,0,0,0.0,0,1.0,0,0,1,0,3.75,1,1,0.9960184
4581,990831856,185260,basking shark,description,,-2,description,"""The second largest fish in the world""",,"""The second largest living fish in the world""",,string,UPDATE,PROPERTY_VALUE,taxon,species of shark,,,refinement,,7,7,8,0.875,0,0,7,0.16279069767441862,0,0.875,1,1,0,0,4.392857142857143,1,1,0.9927022
4588,2154297472,216762,hatchback,description,,-2,description,"""car body configuration with a rear door that swings upward to provide access to a cargo area""",,"""passenger car body in a 2-box configuration with a rear door that swings upward to provide access to a cargo area""",,string,UPDATE,PROPERTY_VALUE,"car, coachwork type",passenger car body in a 2-box configuration with a rear door that swings upward to provide access to a cargo area,,,refinement,car,21,17,21,0.8333333333333334,0,0,21,0.18584070796460178,0,0.8095238095238095,1,3,0,0,5.016806722689076,0,1,0.9964517
4596,990991256,19453,Brighton & Hove Albion F.C.,description,,-2,description,"""English association football club""",,"""association football club in Falmer, England""",,string,UPDATE,PROPERTY_VALUE,"association football club, professional sports team","Football club in Brighton & Hove,  England",,,"refinement, rewording",,11,4,6,0.42857142857142855,0,0,27,0.6136363636363636,0,0.6666666666666667,0,6,1,0,6.708333333333333,0,0,0.98626876
4597,1517816386,443665,Daniel Gibson,Q443665$48BB9413-2B47-4A43-A02E-B76555D46300,,18,image,"""Daniel Gibson 2.jpg""",,"""Daniel Gibson 2 (cropped).jpg""",,string,UPDATE,PROPERTY_VALUE,human,American basketball player,,,refinement,,10,3,4,0.4,0,0,10,0.3448275862068966,0,0.75,0,5,0,0,6.166666666666667,1,1,0.9902378
4598,1280610373,301627,Muzaffargarh,description,,-2,description,"""human settlement""",,"""city in Punjab, Pakistan""",,string,UPDATE,PROPERTY_VALUE,city,"city in Punjab, Pakistan",,,refinement,,8,2,4,0.0,0,0,21,0.875,1,0.5,0,11,7,0,7.125,0,0,0.966635
4599,667377336,180,Wikimedia Foundation,description,,-2,description,"""American non-profit educational organization""",,"""American non-profit charitable organization""",,string,UPDATE,PROPERTY_VALUE,"charitable organization, nonprofit organization",American charitable organization,,,property_value_update,,1,4,4,0.6,0,0,9,0.20454545454545456,0,1.0,0,2,2,0,7.5625,1,1,0.9902208
4606,1342865481,12297,Villarreal CF,description,,-2,description,"""Spanish association football club""",,"""باشگاه فوتبالی در اسپانیا""",,string,UPDATE,PROPERTY_VALUE,"association football club, professional sports team","association football club in Villarreal, Spain",,,property_value_update,,8,4,4,0.0,0,0,31,0.9393939393939394,1,1.0,0,22,30,0,8.0,0,0,0.9827787
4608,42025286,188907,etiquette,label,,-1,label,"""etiquette""",,"""Еtiquette""",,string,UPDATE,PROPERTY_VALUE,mores,customary code of polite behaviour,,,re_formatting,mores,0,1,1,0.0,0,0,1,0.1111111111111111,1,1.0,0,1,0,0,1.0,0,1,0.9640739
4626,1225544569,8701,Atlético de Madrid,description,,-2,description,"""Spanish association football club""",,"""Forever29""",,string,UPDATE,PROPERTY_VALUE,association football club,Spanish professional football club in Madrid,,,property_value_update,,24,4,1,0.0,0,0,31,0.9393939393939394,1,0.25,0,8,29,0,9.0,0,0,0.9721313
4627,235907305,24,Jack Bauer,description,,-2,description,"""main character of the television series 24""",,"""character from the television series 24""",,string,UPDATE,PROPERTY_VALUE,"fictional human, television character",character from the television series 24,,,unrefinement,,3,7,6,0.625,0,0,8,0.19047619047619047,0,0.8571428571428572,0,0,0,0,5.738095238095238,0,1,0.9919303
4628,1695491084,92900171,Daniel M. Fienup,description,,-2,,"""researcher (ORCID 0000-0002-0593-2929)""",,"""associate professor of psychology""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,5,3,4,0.0,0,0,34,0.8947368421052632,1,0.75,0,16,26,0,12.5,0,0,0.8245106
4639,2181815586,111221711,State Archive Dresden,description,,-2,description,"""german archive in Saxony""",,"""German archive in Saxony""",,string,UPDATE,PROPERTY_VALUE,archive,German archive in Saxony,,,re_formatting,,0,4,4,0.6,0,0,0,0.0,0,1.0,0,1,1,0,4.5625,0,1,0.99434674
4641,255659380,312663,Eduardo Saverin,label,,-1,label,"""Eduardo Saverin""",,"""Adilson rafael s.""",,string,UPDATE,PROPERTY_VALUE,human,Brazilian entrepreneur and angel investor. co-founder of Facebook,,,property_value_update,,2,2,3,0.0,0,0,13,0.7647058823529411,1,0.6666666666666667,0,7,4,0,6.333333333333333,0,0,0.98329973
4643,1932246200,466508,Rosemary Clooney,Q466508$B2FD890A-6526-4AD8-A43E-12FA66E332E2,,18,image,"""Nick, Rosemary and Gail Clooney 1957 (cropped).JPG""",,"""Rosemary Clooney 1954.jpg""",,string,UPDATE,PROPERTY_VALUE,human,American singer and actress (1928–2002),,,unrefinement,,25,7,3,0.25,0,0,26,0.52,0,0.4285714285714286,0,3,16,0,7.142857142857143,0,0,0.96678835
4648,1860897888,241659,Agosta,label,,-1,label,"""Agosta, Lazio""",,"""Agosta""",,string,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,,,unrefinement,,7,2,1,0.0,0,1,7,0.5384615384615384,0,0.5,0,0,5,0,3.5,1,0,0.9833751
4652,1434440839,252485,The Great Wave off Kanagawa,label,,-1,label,"""The Great Wave of Kanagawa""",,"""The Great Wave off Kanagawa""",,string,UPDATE,PROPERTY_VALUE,woodblock print,woodblock print by Hokusai,,,textual_change,,1,5,5,0.6666666666666666,0,0,1,0.037037037037037035,0,1.0,0,0,0,0,4.36,1,1,0.9919432
4658,2351022060,111223938,Denise O'Brien,description,,-2,description,"""Anthropology professor (1930-2008)""",,"""American anthropology professor (1938-2008)""",,string,UPDATE,PROPERTY_VALUE,human,American anthropology professor (193?-2008),,,refinement,,9,3,4,0.16666666666666666,0,0,10,0.23255813953488372,0,0.75,0,5,0,0,8.166666666666666,0,1,0.9890286
4660,10177208,5119529,landmass,description,,-2,description,"""contiguous area of land surrounded by ocean""",,"""contiguous area of land surrounded by oceanx""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,1,7,7,0.75,1,0,1,0.022727272727272728,0,1.0,0,1,0,0,5.755102040816326,1,0,0.9782347
4665,2007741935,122508404,Morality at the Margins,label,,-1,label,"""MORALITY AT THE MARGINS""",,"""Morality at the Margins""",,string,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0,4,4,0.0,0,0,0,0.0,1,1.0,0,18,18,0,6.125,0,0,0.9887185
4673,421671957,127766,Nikolaus Simrock,description,,-2,description,"""Musician""",,"""musician""",,string,UPDATE,PROPERTY_VALUE,human,musician,,,re_formatting,,0,1,1,0.0,0,0,0,0.0,1,1.0,0,1,1,0,1.0,0,1,0.98996377
4676,479681177,8682,Real Madrid CF,description,,-2,description,"""Spanish association football club""",,"""CANADA TEAM""",,string,UPDATE,PROPERTY_VALUE,association football club,"association football club in Madrid, Spain",,,property_value_update,,22,4,2,0.0,0,0,26,0.7878787878787878,1,0.5,0,10,30,0,7.75,0,0,0.96908414
4679,124260035,3260023,United Nations Security Council Resolution 1213,description,,-2,description,"""United Nationa Security Council resolution""",,"""United Nations Security Council resolution""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,5,5,0.6666666666666666,0,0,1,0.023809523809523808,0,1.0,0,0,0,0,5.88,1,1,0.99067295
4683,1507837277,152272,Georges Méliès,description,,-2,description,"""French pioneer filmmaker and illusionist""",,"""French film maker and illusionist (1861–1938)""",,string,UPDATE,PROPERTY_VALUE,human,French filmmaker and illusionist (1861–1938),,,refinement,,5,5,6,0.375,0,0,21,0.4666666666666667,0,0.8333333333333334,0,11,1,0,7.1,1,0,0.98634297
4686,1538410414,107486,8 Flora,Q107486$0B0F3324-A2DA-424D-B113-8EAC99EB1B1A,,18,image,"""8Flora (Lightcurve Inversion).png""",,"""8 Flora VLT (2021), deconvolved.pdf""",,string,UPDATE,PROPERTY_VALUE,asteroid,main-belt asteroid,,,property_value_update,,2,3,5,0.0,0,0,24,0.6857142857142857,1,0.6,0,11,9,0,10.333333333333334,0,0,0.929311
4687,496446810,37,Lithuania,description,,-2,description,"""republic in Northern Europe""",,"""republic in Northeastern Europe""",,string,UPDATE,PROPERTY_VALUE,"country, country bordering the Baltic Sea, sovereign state, unitary state",country in northeastern Europe,,,refinement,,4,4,4,0.6,0,0,4,0.12903225806451613,0,1.0,0,2,0,0,6.0,1,1,0.99548113
4692,1583278598,313189,Schöneberg,label,,-1,label,"""Berlin-Schöneberg""",,"""Schöneberg""",,string,UPDATE,PROPERTY_VALUE,locality of Berlin,"locality of Berlin, Germany",,,unrefinement,,7,1,1,0.0,0,1,7,0.4117647058823529,0,1.0,0,0,4,0,7.0,0,1,0.99061835
4699,468568260,843,Pakistan,Q843$7da8dae6-45b5-ba0e-38a4-ea6877afebdb,,1549,demonym,"""пакистанц""",,"""пакистанцы""",,monolingualtext,UPDATE,PROPERTY_VALUE,"country, sovereign state",sovereign state in South Asia,,,property_value_update,,1,1,1,0.0,1,0,1,0.1,0,1.0,0,1,0,0,1.0,1,0,0.99099183
4700,1745382255,312493,Zurab Zhvania,Q312493$812d430b-4b55-8ee9-4ecd-531229c8d221,,535,Find a Grave memorial ID,"""10423142""",,"""104""",,string,UPDATE,PROPERTY_VALUE,human,Prime Minister of Georgia (1963-2005),,,property_value_update,,5,1,1,0.0,0,1,5,0.625,0,1.0,0,0,3,0,5.0,1,0,0.99259925
4705,373380597,10333,Valencia CF,description,,-2,description,"""Spanish association football club""",,"""Spanish association football club y campeón de 4 ligas ultimamente""",,string,UPDATE,PROPERTY_VALUE,"association football club, professional sports team","association football club in Valencia, Spain",,,refinement,,33,4,10,0.4,1,0,33,0.5,0,0.4,0,12,0,0,7.225,1,0,0.9834782
4707,1352164345,8857,Málaga CF,description,,-2,description,"""Spanish association football club""",,"""CHILEAN FOOTBALL CLUB""",,string,UPDATE,PROPERTY_VALUE,association football club,"Spanish football club based in Málaga, Andalusia, Spain",,,property_value_update,,12,4,3,0.0,0,0,16,0.48484848484848486,1,0.75,0,19,30,0,8.166666666666666,0,0,0.9783322
4711,528578263,828,Americas,description,,-2,description,"""landmass comprising the continents of North America and South America""",,"""Its in spain part of europa""",,string,UPDATE,PROPERTY_VALUE,"continent, part of the world, supercontinent",North America and South America taken together as a single continent or landmass,,,property_value_update,,42,10,6,0.07142857142857142,0,0,54,0.782608695652174,0,0.6,0,1,19,0,5.633333333333334,0,0,0.9512414
4712,232313508,100,Boston,description,,-2,description,"""city in Massachusetts, United States of America""",,"""capital city of the state of  Massachusetts, United States""",,string,UPDATE,PROPERTY_VALUE,"big city, city in the United States, county seat","capital and largest city of Massachusetts, United States",,,refinement,,11,7,9,0.5,0,0,35,0.603448275862069,0,0.7777777777777778,0,2,3,0,6.158730158730159,0,0,0.9934785
4714,1828493435,273210,James Baldwin,Q273210$12BC3D75-C75E-48E7-93DC-A3DA27C81F37,,18,image,"""James Baldwin 37 Allan Warren (cropped).jpg""",,"""Monkey eating.jpg""",,string,UPDATE,PROPERTY_VALUE,human,American writer (1924–1987),,,property_value_update,,26,6,2,0.0,0,0,34,0.7906976744186046,1,0.33333333333333337,0,4,20,0,7.916666666666667,0,1,0.9368948
4715,2025832639,32024,Sergej Šoigu,label,,-1,label,"""Sergey Shoygu""",,"""Sergei Shoigu""",,string,UPDATE,PROPERTY_VALUE,human,Secretary of the Security Council of the Russian Federation,,,property_value_update,,0,2,2,0.0,0,0,2,0.15384615384615385,1,1.0,0,2,2,0,3.0,1,0,0.9724257
4723,2038126197,44893,"Rupprecht, Crown Prince of Bavaria",q44893$1553F93E-AA1C-4CFA-9039-10718B84D966,,213,ISNI,"""0000 0000 7148 1711""",,"""0000000071481711""",,string,UPDATE,PROPERTY_VALUE,human,German general (1869–1955),,,re_formatting,,3,4,1,0.0,0,0,3,0.15789473684210525,1,0.25,0,0,3,0,12.0,1,1,0.9891417
4725,1913034156,257669,Home Coming,Q257669$A00BDC92-4A8B-4D79-AEBB-9FF6670EA227,,11460,Plex media key,"""plex://show/5d9c08ba7b5c2e001e660618""",,"""5d9c08ba7b5c2e001e660618""",,string,UPDATE,PROPERTY_VALUE,film,2006 film directed by Ömer Uğur,,,"re_formatting, unrefinement",,12,1,1,0.0,0,1,12,0.3333333333333333,0,1.0,0,0,11,0,12.0,0,1,0.9789085
4727,2039751434,251259,Ibn Tufayl,q251259$BC3D5F31-C6A4-468B-A455-1ECD7F868509,,213,ISNI,"""0000 0001 1862 4821""",,"""0000000118624821""",,string,UPDATE,PROPERTY_VALUE,human,Amazigh Muslim polymath (c. 1105–1185),,,re_formatting,,3,4,1,0.0,0,0,3,0.15789473684210525,1,0.25,0,0,3,0,12.0,1,1,0.9885003
4728,2176730331,264039,pyrvinium (cation),Q264039$FEC40B1A-AAFB-48DD-90AF-ED54FBFAB1F2,,715,DrugBank ID,"""DB06816""",,"""06816""",,string,UPDATE,PROPERTY_VALUE,"chemical compound, type of chemical entity",chemical compound,,,re_formatting,chemical compound,2,1,1,0.0,0,1,2,0.2857142857142857,0,1.0,0,0,2,0,2.0,0,1,0.9880663
4742,341644621,291644,Erna Solberg,Q291644$169D5601-E972-498F-B9F8-EDAA8977C4C0,,1015,NORAF ID,"""x98002256""",,"""98002256""",,string,UPDATE,PROPERTY_VALUE,human,Norwegian politician and the 35th Prime Minister of Norway,,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.9932245
4748,295708975,64726,Aenne Burda,description,,-2,description,"""German maagazine publisher""",,"""German magazine publisher""",,string,UPDATE,PROPERTY_VALUE,human,German magazine publisher (1909–2005),,,textual_change,,1,3,3,0.5,0,0,1,0.038461538461538464,0,1.0,0,0,0,0,5.555555555555555,1,1,0.98500806
4752,1388881092,7207,Elizabeth I of England,description,,-2,description,"""Queen of England and Ireland (1533-1603)""",,"""Queen of England and Ireland (1532-1603)""",,string,UPDATE,PROPERTY_VALUE,human,Queen of England and Ireland from 1558 to 1603,,,property_value_update,,0,6,6,0.7142857142857143,0,0,1,0.025,0,1.0,0,1,0,0,5.805555555555555,1,1,0.995355
4757,1651172926,157142,Die Zeit,description,,-2,description,"""German weekly newspaper""",,"""German national weekly newspaper""",,string,UPDATE,PROPERTY_VALUE,weekly newspaper,German national weekly newspaper,,,refinement,,9,3,4,0.75,0,0,9,0.28125,0,0.75,0,3,0,0,5.25,1,1,0.99342084
4760,2039992769,372537,Etteilla,Q372537$FE59EE6A-DC90-4A8B-BEA4-BB51BD16F898,,213,ISNI,"""0000 0001 1809 8374""",,"""0000000118098374""",,string,UPDATE,PROPERTY_VALUE,human,French occultist,,,re_formatting,,3,4,1,0.0,0,0,3,0.15789473684210525,1,0.25,0,0,3,0,12.0,1,1,0.9799484
4770,177346426,159,Russia,description,,-2,description,"""country in both Europe and Asia (this page statements are applied to the period of December 25, 1991-present)""",,"""transcontinental country in Eastern Europe and Northern Asia (this page statements are applied to the period of December 25, 1991-present)""",,string,UPDATE,PROPERTY_VALUE,"country, federation, secular state, sovereign state, successor state, transcontinental country",country in Eastern Europe and Northern Asia,,,refinement,,29,18,20,0.8095238095238095,0,0,32,0.2318840579710145,0,0.9,1,1,0,0,6.269444444444445,0,1,0.98116416
4775,2248162835,113333,Crow Wing County,Q113333$5ACC38C7-A6A2-40BD-9D2B-5860E026255C,,18,image,"""Crow Wing Co. Courthouse.JPG""",,"""Historic Crow Wing County Court House, Brainerd, Minnesota (41585718562).jpg""",,string,UPDATE,PROPERTY_VALUE,county of Minnesota,"county in Minnesota, United States",,,refinement,,48,4,9,0.18181818181818182,0,0,49,0.6447368421052632,0,0.4444444444444444,0,26,4,0,7.805555555555555,0,0,0.92925596
4781,264675846,107168,Sepp Oerter,description,,-2,description,"""human""",,"""german politician""",,string,UPDATE,PROPERTY_VALUE,human,German politician (1870-1928),,,refinement,,12,1,2,0.0,0,0,14,0.8235294117647058,1,0.5,0,12,2,0,5.5,0,0,0.97768617
4787,2259733884,18806,Franz Mehring,Q18806$CEDB8BA0-77CF-4B14-B53D-6B2C8511FDCF,,6394,ELNET ID,"""a11500165""",,"""11500165""",,string,UPDATE,PROPERTY_VALUE,human,"German communist historian, philosopher, and politician (1846–1919)",,,re_formatting,,1,1,1,0.0,0,1,1,0.1111111111111111,0,1.0,0,0,1,0,1.0,0,1,0.992164
4789,684120521,30345024,Victor Sjöberg,label,,-1,label,"""Victor Sjoberg""",,"""Victor Sjöberg""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,2,2,0.3333333333333333,0,0,1,0.07142857142857142,0,1.0,0,1,0,0,3.25,1,1,0.9724184
4795,1414627326,19871947,Algeria–Mexico relations,description,,-2,,"""Bilateral relations between Algeria and Mexico""",,"""international diplomacy""",,string,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,23,6,2,0.0,0,0,32,0.6956521739130435,1,0.33333333333333337,0,3,8,0,9.0,0,0,0.94278216
4801,97561032,5106094,Chris Carmichael,description,,-2,,"""American musician and arranger""",,"""author of romance and women's fiction""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,7,4,6,0.1111111111111111,0,0,29,0.7837837837837838,0,0.6666666666666667,0,12,2,0,6.333333333333333,0,0,0.75007236
4802,1593225657,111219622,Wikidata property to identify media franchises,description,,-2,description,"""Wikidata property""",,"""type of Wikidata property""",,string,UPDATE,PROPERTY_VALUE,"type of Wikidata property, Wikidata property for an identifier, Wikidata property for authority control for works",type of Wikidata property,,,refinement,"Wikidata property for an identifier, Wikidata property for authority control for works",8,2,4,0.5,1,0,8,0.32,0,0.5,0,1,0,0,5.375,0,1,0.9959967
4803,1106921064,246594,Hugh Masekela,label,,-1,label,"""Hugh Ramopolo Masekela""",,"""Hugh Masekela""",,string,UPDATE,PROPERTY_VALUE,human,South African jazz trumpeter,,,unrefinement,,9,3,2,0.6666666666666666,0,0,9,0.4090909090909091,0,0.6666666666666667,0,0,6,0,5.0,1,1,0.98284245
4806,688057924,19868533,Nicolás Kicker,Q19868533$01858c72-44af-4afb-cd03-77aa2a8b5d47,,555,doubles record,"""0–3""",,"""1–5""",,string,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,0,1,1,0.0,0,0,2,0.6666666666666666,1,1.0,0,2,2,0,2.0,0,0,0.9542408
4810,1594125320,111235260,Gatineau public library,description,,-2,description,"""Donalda-Charrron public library""",,"""Donalda-Charron public library""",,string,UPDATE,PROPERTY_VALUE,"library, public library, library network",Network of municipal libraries of the city of Gatineau,,,textual_change,,1,3,3,0.5,0,0,1,0.03225806451612903,0,1.0,0,0,0,0,7.444444444444445,1,1,0.9910883
4812,941314620,2980592,Clément Cormier,description,,-2,description,"""Canadian academic administraotr and priest""",,"""Canadian academic administrator and priest""",,string,UPDATE,PROPERTY_VALUE,,,,,textual_change,,0,5,5,0.6666666666666666,0,0,2,0.047619047619047616,0,1.0,0,0,0,1,6.64,1,1,0.97420615
4816,747269735,71031,Robert Bunsen,Q71031$778E5F32-8119-4493-9787-EBC7CF3115B1,,1559,name in native language,"""Robert  Bunsen""",,"""Robert Bunsen""",,monolingualtext,UPDATE,PROPERTY_VALUE,human,German chemist (1811-1899),,,re_formatting,,1,2,2,1.0,0,0,1,0.07142857142857142,0,1.0,1,0,0,0,3.0,1,1,0.99611086
4817,2343963648,30337291,Lamis Ammar,description,,-2,description,"""Arab-Israeli actress of Palestinian descent""",,"""Palestinian actress""",,string,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, rewording",,24,5,2,0.4,0,0,30,0.6976744186046512,0,0.4,0,0,7,0,7.0,0,0,0.9446425
4818,2190970676,111223206,Natalija Pavlovna Sachnovskaja,description,,-2,description,"""Russian dancer""",,"""1908-1990, Russian dancer""",,string,UPDATE,PROPERTY_VALUE,human,"1908-1990, Russian dancer",,,refinement,,11,2,3,0.6666666666666666,1,0,11,0.44,0,0.6666666666666667,0,10,0,0,5.666666666666667,0,1,0.9859154
