,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,date_diff_days,sign_change,change_one_to_zero,change_one_to_value,change_zero_to_one,day_added,day_removed,month_added,month_removed,full_cosine_similarity
4549,1759255023,369690,Ibn Kathir,Q369690$0AC51E3C-AC43-4BD3-88EA-64E426E0BFD7,,570,date of death,"""+1373-02-01T00:00:00Z""",,"""+2021-02-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Syrian Islamic historian, exegete and scholar (c.1300–1373)",,,property_value_update,,236682,0,0,0,0,0,0,0,0,0.99555695
4550,715107696,434021,Timycha,Q434021$746F6164-C6FE-4A3C-BA35-50873DB58629,,569,date of birth,"""+400-01-01T00:00:00Z""",,"""-400-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Ancient Greek philosopher,,,re_formatting,,292231,0,0,0,0,0,1,0,1,0.9942204
4551,1544463188,200031,Numa Pompilius,Q200031$FB6CBF14-27AD-48A4-BA5E-CF852A05E35E,,570,date of death,"""-673-01-01T00:00:00Z""",,"""-671-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"human, human whose existence is disputed, legendary figure","legendary second king of Rome, succeeding Romulus",,,re_formatting,,761,0,0,0,0,0,1,0,1,0.9980594
4552,1961371886,452017,Francisco de Paula Santander,Q452017$84359AB6-D647-481F-B6CC-2E3BA21A2BA7,,569,date of birth,"""+1792-04-20T00:00:00Z""",,"""+1780-04-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Colombian military and political leader (1792-1840),,,property_value_update,,4383,0,0,0,0,0,0,0,0,0.9970319
4554,2325164825,101671,Hans Wilhelm Hagen,Q101671$5832D61A-7D74-4A28-994F-5A2DA9CBAC53,,570,date of death,"""+1969-01-01T00:00:00Z""",,"""+1969-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German art historian and journalist (1907–1969),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9971018
4556,484107817,367749,Louis-René Villermé,Q367749$11C91645-65F7-4DC6-9AEC-6E5E3A8C6950,,569,date of birth,"""+1782-03-10T00:00:00Z""",,"""+1782-05-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French economist,,,property_value_update,,60,0,0,0,0,0,0,0,0,0.9962418
4557,1510054661,191940,Petronius Maximus,Q191940$C2421ABC-AD99-4414-AC47-DFD7A1A407A4,,569,date of birth,"""+396-01-01T00:00:00Z""",,"""+396-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,5th century western Roman emperor (396-455),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9956124
4559,1605471174,347416,Louis-Guillaume Perreaux,Q347416$6FDD01EC-3FC9-4633-BFE4-5B4F72B4B96E,,569,date of birth,"""+1816-02-19T00:00:00Z""",,"""+1447-02-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,French motorcycle designer (1816–1889),,,property_value_update,,134777,0,0,0,0,0,0,0,0,0.9962245
4564,808994129,458835,Orgetorix,Q458835$9ABE4E3A-C25D-461D-BC83-51F18A51DC47,,570,date of death,"""-61-01-01T00:00:00Z""",,"""+2018-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Gaulish ruler,,,property_value_update,,759385,0,0,0,0,0,1,0,1,0.9807423
4566,1745307891,182477,Nvidia,Q182477$23DBF292-7642-49BD-AA02-B1AFBE0FA4DA,,571,inception,"""+1993-01-01T00:00:00Z""",,"""+1993-04-05T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"business, public company",American multinational technology company,,,refinement,,95,0,0,1,0,1,0,1,0,0.99554574
4568,2342723927,5118939,Chí Phèo,Q5118939$EF99CCFE-5499-4228-8C91-BB0E939CB605,,577,publication date,"""+19411-00-00T00:00:00Z""",,"""+1941-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,6380917,0,0,0,0,0,0,0,0,0.9825395
4569,591407861,74602,"Frederick Casimir, Count of Hanau-Lichtenberg",Q74602$7E29DD42-94AC-4FF4-A828-D76B49867D10,,570,date of death,"""+1685-01-01T00:00:00Z""",,"""+1685-03-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Count of Hanau-Lichtenberg and Hanau-Münzenberg (1623-1685),,,refinement,,89,0,0,1,0,1,0,1,0,0.9952879
4572,2301032576,186356,New Deal,Q186356$520dcbad-4953-4d02-542c-aec087cf0f5a,,580,start time,"""+1933-03-03T00:00:00Z""",,"""+1933-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"economic policy, public policy",economic programs of U.S. president Franklin D. Roosevelt,,,unrefinement,economic policy,94,0,0,0,0,0,1,0,1,0.99750847
4576,194971859,313460,Jacobus de Voragine,Q313460$40419af3-4181-ce83-94ea-315c8680d894,,570,date of death,"""+1298-07-13T00:00:00Z""",,"""+1298-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Italian Dominican friar, archbishop of Genoa and author",,,unrefinement,,226,0,0,0,0,0,1,0,1,0.9957088
4580,1912540360,382546,Mihail Kogălniceanu International Airport,Q382546$D26CCE7E-B0EC-49AC-968B-0DFA5B6B5801,,1619,date of official opening,"""+1965-00-00T00:00:00Z""",,"""+1960-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"commercial traffic aerodrome, international airport",airport,,,property_value_update,,1826,0,0,0,0,0,0,0,0,0.9954942
4583,1722527277,215687,Boston Massacre,Q215687$a210e19e-47c0-dad5-204b-466f8210cbb3,,585,point in time,"""+1770-03-05T00:00:00Z""",,"""+2009-05-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,massacre,"Incident on March 5, 1770",,,property_value_update,,87356,0,0,0,0,0,0,0,0,0.9923748
4584,1016498131,155407,Jean-Michel Basquiat,q155407$B788643A-4E9D-4740-8C5C-112660815BD4,,569,date of birth,"""-1000-00-00T00:00:00Z""",,"""+1960-12-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American artist (1960–1988),,,property_value_update,,1081527,0,0,0,0,1,0,1,0,0.9949396
4587,1882480102,185812,Isaac Albéniz,q185812$36D513F9-98C2-45F4-BA45-F52227714FED,,569,date of birth,"""-9580-05-29T00:00:00Z""",,"""+1860-05-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Spanish composer (1860-1909),,,property_value_update,,4178460,0,0,0,0,0,0,0,0,0.9943484
4591,409493189,319592,Battle on the Planta,Q319592$37a06f2d-4e5f-b98a-28bc-e16fe2778f10,,585,point in time,"""+1475-11-01T00:00:00Z""",,"""+1475-11-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,battle,1475 battle between the Old Swiss Confederacy and the Duchy of Savoy during the Burgundian Wars,,,property_value_update,,12,0,0,0,0,1,0,0,0,0.9976385
4595,1581215439,2269,Industrial Revolution,Q2269$a23a6fa0-4457-b08e-db9f-887ecbac7b9c,,582,end time,"""+1800-00-00T00:00:00Z""",,"""-700-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"economic development, historical period","transition to new manufacturing processes in Europe and the United States, in the 18th-19th centuries",,,property_value_update,economic development,913125,0,0,0,0,0,0,0,0,0.99817
4600,1253542033,69350461,René Bonargent,Q69350461$5849e4fd-44c0-5cd0-2fe6-26e413271e44,,570,date of death,"""+2009-00-00T00:00:00Z""",,"""+2009-11-09T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,refinement,,343,0,0,0,0,1,0,1,0,0.9872726
4601,1451291717,17427,Chinese Communist Party,q17427$282a2a3a-4330-8e25-e8f6-228e1a29e71c,,571,inception,"""+1921-07-30T00:00:00Z""",,"""+1921-07-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"communist party, political party, ruling party",founding and ruling party of the People's Republic of China,,,property_value_update,,29,0,0,0,0,0,0,0,0,0.997128
4602,858551170,352684,Marcus Manilius,Q352684$96A7127A-9588-4D45-841E-96992909485A,,570,date of death,"""+100-01-01T00:00:00Z""",,"""+50-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,1st century Roman writer,,,property_value_update,,18293,0,0,0,0,0,1,0,1,0.99521106
4603,2300420165,210853,Justin,Q210853$e672b2f1-4c13-20ed-4f46-28dfab57f2b2,,570,date of death,"""+400-00-00T00:00:00Z""",,"""+4-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Roman historian, 2nd century",,,property_value_update,,144639,0,0,0,0,0,0,0,0,0.994355
4604,1027621869,3271690,Never Before,Q3271690$9AEFB026-A748-469A-9407-666B9FE29DF8,,577,publication date,"""+1972-03-18T00:00:00Z""",,"""+1972-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,109,0,0,0,0,0,1,0,1,0.98541045
4605,627537673,3265620,Lucien Léger,Q3265620$7D49602E-D4B4-4753-A69F-EE5D9E9B6AB2,,570,date of death,"""+2008-07-18T00:00:00Z""",,"""+2008-07-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,18,0,0,0,0,0,1,0,0,0.9803281
4607,992030106,314490,Gorm the Old,Q314490$CF2A5736-D2E8-48B0-8EF0-A988564D3437,,570,date of death,"""+958-01-01T00:00:00Z""",,"""+958-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,King of Denmark,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9921284
4610,530099385,105290,Praxiteles,Q105290$09a5db20-4bd6-dd41-f407-6939673629e0,,2031,work period (start),"""+375-00-00T00:00:00Z""",,"""-375-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Attic sculptor,,,re_formatting,,273937,1,0,0,0,0,0,0,0,0.9880665
4611,1493769305,391215,Volubilis,Q391215$2fa13948-4235-8e5e-86e6-6b2730d507c8,,571,inception,"""+400-00-00T00:00:00Z""",,"""-400-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"ancient city, Carthaginian archaeological site, Roman archaeological site",archaeological site in Morocco,,,re_formatting,,292200,1,0,0,0,0,0,0,0,0.99628705
4614,2055886984,213633,Deborah,Q213633$de6446cf-452e-f9b4-69e5-9f9a2811013d,,569,date of birth,"""-1204-00-00T00:00:00Z""",,"""+2020-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,Fourth judge of Israel,,,property_value_update,,1177566,0,0,0,0,0,0,0,0,0.98143315
4618,1236753670,18255,Mary Stuart MacDougall,Q18255$4c686254-460f-18fc-a85d-52c8dbef8e9f,,570,date of death,"""+2000-00-00T00:00:00Z""",,"""+1972-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American biologist,,,property_value_update,,10227,0,0,0,0,0,0,0,0,0.992934
4619,2335413208,133829052,Matthew T. Mbu,Q133829052$63f86e52-4b3c-1206-0e13-47aa3ceb9da0,,569,date of birth,"""+1929-11-20T00:00:00Z""",,"""+1929-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,354,0,0,0,0,0,1,0,1,0.9844025
4620,1848091171,948,Tunisia,Q948$341f53ea-43ed-c623-ca41-eaa3658766e8,,571,inception,"""+1956-03-20T00:00:00Z""",,"""-814-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"country, Mediterranean country, republic, sovereign state",country in North Africa,,,property_value_update,,1011853,0,0,0,0,0,1,0,1,0.98354316
4623,414406849,248972,Tom & Jerry Kids,Q248972$31b66bdc-4f03-ab4a-b004-fd4692994197,,582,end time,"""+1994-11-27T00:00:00Z""",,"""+1995-12-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,animated television series,American animated children's comedy television series,,,property_value_update,,400,0,0,0,0,0,0,0,0,0.9956523
4624,984880013,67557,Vicelinus,Q67557$584DD54B-F31D-4AA5-AF04-C05D90A40751,,569,date of birth,"""+1090-01-01T00:00:00Z""",,"""+1090-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German saint,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9899956
4629,585096993,10261,Pythagoras,Q10261$1ded50b8-4a61-7291-ce3e-776f4390aadd,,570,date of death,"""-500-00-00T00:00:00Z""",,"""-495-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Greek philosopher and mathematician (c. 570 – c. 495 BC),,,property_value_update,,1826,0,0,0,0,0,0,0,0,0.9940063
4631,1495045067,386548,Dionysius the Philosopher,Q386548$D103277A-D27D-4AAB-8051-91E3F43BF4D5,,570,date of death,"""+1611-01-01T00:00:00Z""",,"""+1611-09-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Monk and rebellion leader,,,"re_formatting, refinement",,244,0,1,0,0,0,1,1,0,0.9969698
4632,2325170017,170340,Gerhard von Scharnhorst,Q170340$24A421D2-0AF8-4916-B640-E39C4B3A961B,,569,date of birth,"""+1755-01-01T00:00:00Z""",,"""+1755-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Prussian general, reformer and freedom fighter (1755-1813)",,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9980875
4633,173780587,859,Plato,q859$6cbb1929-4608-155b-6e2d-d0b42e207f64,,569,date of birth,"""-427-01-01T00:00:00Z""",,"""+483-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,4th-century BCE Greek philosopher,,,property_value_update,,332377,0,0,0,0,0,0,0,0,0.9927731
4634,1448669925,140188,Aristarchus of Samos,q140188$e67a3abe-4f99-53e2-d3a7-9a7740c0e030,,570,date of death,"""+230-00-00T00:00:00Z""",,"""-230-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Greek astronomer and mathematician (c.310–c.230 BC),,,re_formatting,,168015,1,0,0,0,0,0,0,0,0.99666405
4637,1438347542,286582,Saif ad-Din Abu-Bakr,Q286582$80542646-40e4-183a-47f7-cc58e9688161,,569,date of birth,"""+1321-01-01T00:00:00Z""",,"""+1321-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Mamluk sultan of Egypt 1341,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99356043
4640,244967322,72245,Thomas Bach,Q72245$8CB1561E-8D30-4CCC-99D7-36D8164CA5DC,,569,date of birth,"""+1953-12-23T00:00:00Z""",,"""+1953-12-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"German fencer, lawyer and sports official; 9th president of the International Olympic Committee since 2013",,,property_value_update,,6,0,0,0,0,0,0,0,0,0.99911964
4644,1272077511,7462,Song dynasty,Q7462$73A649D2-5C0F-452A-BD6F-D0FD455737EB,,576,"dissolved, abolished or demolished date","""+1279-01-01T00:00:00Z""",,"""+1279-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Chinese dynasty, historical Chinese state",former imperial dynasty of China,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9929676
4646,1581294549,467658,Joseph Karl Stieler,Q467658$6E23F7CD-2901-48F1-BB29-1AE06E4E48ED,,569,date of birth,"""+2020-11-01T00:00:00Z""",,"""+1770-11-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German painter (1781–1858),,,property_value_update,,91312,0,0,0,0,0,0,0,0,0.9943524
4653,50315235,270643,Mercedes de Acosta,q270643$EAEC864F-4E95-4F47-BBDB-6F8DE07F987A,,570,date of death,"""+19680-05-09T00:00:00Z""",,"""+1968-05-09T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"American poet, playwright, and novelist (1893-1968)",,,property_value_update,,6469308,0,0,0,0,0,0,0,0,0.99810743
4656,1752836982,170062,Pannonia,Q170062$5C8E4DD4-74DA-43CD-85F4-8EA4721BD313,,571,inception,"""+20-01-01T00:00:00Z""",,"""+20-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Roman province,province of the Roman Empire (20 - 107 AD),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9944187
4657,1081925373,41395,José Luis Rodríguez Zapatero,q41395$C24647A5-26D0-4D22-ABC7-D0A3EACA7E5B,,569,date of birth,"""+1960-08-04T00:00:00Z""",,"""+1962-08-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Spanish politician,,,property_value_update,,734,0,0,0,0,0,0,0,0,0.99322516
4663,825461938,268964,Domitia Lepida Minor,Q268964$5E9CB967-4EE6-463D-B5B2-0223A6A599A2,,569,date of birth,"""+0-01-01T00:00:00Z""",,"""+0-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,mother of Roman empress Messalina,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99564373
4668,1321456369,41381,Richard III,Q41381$F35CEA20-11C1-4DBE-A285-A0913CBBF7B3,,569,date of birth,"""+1001-01-01T00:00:00Z""",,"""+1001-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Duke of Normandy (1001-1027),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99324775
4669,246104078,431601,Amrit Kaur,Q431601$6D403D22-AFD4-4B03-9B5E-D230ADBD2A48,,570,date of death,"""+1964-10-02T00:00:00Z""",,"""+1964-02-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Indian politician (1889–1964),,,property_value_update,,247,0,0,0,0,0,0,0,0,0.9971418
4670,2251648242,83100,Osman I,Q83100$8BCA271A-B002-4863-9FE0-4E8E7919591F,,570,date of death,"""+1326-08-21T00:00:00Z""",,"""+2024-09-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Founder of the Ottoman Empire (died 1323/4),,,property_value_update,,254987,0,0,0,0,0,0,0,0,0.99361706
4678,1181245191,256597,Inakawa,Q256597$7a73a168-45c9-3112-0bdd-1bbc06232971,,571,inception,"""+1596-09-30T00:00:00Z""",,"""+1956-09-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,dissolved municipality of Japan,"dissolved municipality in Ogachi district, Akita prefecture, Japan",,,property_value_update,,131490,0,0,0,0,0,0,0,0,0.9981514
4685,1691965009,149727,Giles,Q149727$143DB516-4313-4F55-8477-2931608A4D99,,569,date of birth,"""+640-01-01T00:00:00Z""",,"""+640-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Christian hermit,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.98829216
4690,1151642681,235712,Margaret Burbidge,Q235712$366012e5-4a50-a64b-7a9d-2ff0e5bcf338,,570,date of death,"""+2020-04-06T00:00:00Z""",,"""+2020-04-05T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,British-born American astronomer (1919-2020),,,property_value_update,,1,0,0,0,0,0,0,0,0,0.99723476
4695,1752842196,187544,Zell am Harmersbach,Q187544$4378DA5F-49EC-4D25-900F-56402A000539,,571,inception,"""+1218-01-01T00:00:00Z""",,"""+1218-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,urban municipality in Germany,municipality in Germany,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9972886
4697,1525942814,57533,Princess Wilhelmine of Baden,Q57533$2D23587A-C6CC-4B89-B25D-6861789027E1,,569,date of birth,"""+1788-09-10T00:00:00Z""",,"""+1788-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German princess (1788-1836),,,unrefinement,,283,0,0,0,0,0,1,0,1,0.99751806
4698,191568840,313782,Aelian,Q313782$9C290684-F0EE-4DB1-8D77-F411D34D6F7F,,569,date of birth,"""+175-01-01T00:00:00Z""",,"""+175-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Roman author and teacher (c.175–c.235),,,re_formatting,,31,0,1,0,0,0,1,0,1,0.99384344
4702,149630350,152919,Li Si,Q152919$34CD8641-FE34-462A-B8C0-A6629F7F10D5,,570,date of death,"""+208-01-01T00:00:00Z""",,"""-208-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Chinese politician of the Qin Dynasty,,,re_formatting,,151944,1,0,0,0,0,0,0,0,0.9942801
4704,1390312252,437168,Jeanne Baret,Q437168$1FEE0756-5C62-4408-95EB-F3A619690F0C,,569,date of birth,"""-1000000000000000-00-00T00:00:00Z""",,"""+1740-07-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"French explorer, naturalist and botanist (1740-1807)",,,property_value_update,,365250000000635760,0,0,0,0,1,0,1,0,0.9513926
4706,1805649915,201861,Nimrod,Q201861$02197841-4181-247a-9383-33fed4ec9860,,569,date of birth,"""-1751-00-00T00:00:00Z""",,"""+2023-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,king of Shinar (Genesis 10),,,property_value_update,,1378453,0,0,0,0,0,0,0,0,0.9895687
4710,1606735778,127362,Chief Keef,Q127362$04FB20D1-6657-4880-8C57-DC126241EC75,,569,date of birth,"""+2001-04-07T00:00:00Z""",,"""+1701-04-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American rapper and record producer (born 1995),,,property_value_update,,109575,0,0,0,0,0,0,0,0,0.99675524
4717,1714911886,218148,Zodiac Killer,Q218148$75b8a7f7-4fb8-db04-92cf-36e6b052d390,,1317,floruit,"""+1969-00-00T00:00:00Z""",,"""+1970-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,serial killer in California,,,property_value_update,,365,0,0,0,0,0,0,0,0,0.9865278
4722,1411663704,425500,Al-Aziz Muhammad,Q425500$60FE4612-C62A-4196-A173-A0ADF27535AC,,569,date of birth,"""+1213-01-01T00:00:00Z""",,"""+1213-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Ayyubid emir of Aleppo 1216-1236,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9958674
4724,172129252,388771,Şemsettin Günaltay,Q388771$7B6B9012-F775-42A3-BEF6-3212D7BD28F2,,569,date of birth,"""+2504-01-01T00:00:00Z""",,"""+1883-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Turkish politician and historian (1883-1961),,,property_value_update,,226820,0,0,0,0,0,0,0,0,0.9966829
4726,463456785,40787,Nicholas II of Russia,q40787$e3bb604f-45ac-c4fa-63e1-cb1fdfeea15d,,569,date of birth,"""+1868-05-18T00:00:00Z""",,"""+1868-05-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,the 14th and last Emperor of Russia (1894–1917),,,property_value_update,,12,0,0,0,0,0,0,0,0,0.998181
4730,465787715,77255,William II of Holland,Q77255$0F9E6575-C1FE-4413-8713-E0FECF206CB3,,569,date of birth,"""+1228-01-01T00:00:00Z""",,"""+1228-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Count of Holland and King of the Romans,,,re_formatting,,31,0,1,0,0,0,1,0,1,0.9955509
4731,1317248410,41084,New Coke,Q41084$AD66D3ED-9424-4742-BFA7-CF37B0D4D21F,,571,inception,"""+1985-04-23T00:00:00Z""",,"""+1721-04-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"brand, caffeinated soft drink, Coca-Cola",reformulation of Coca-Cola,,,property_value_update,"caffeinated soft drink, Coca-Cola",96426,0,0,0,0,0,0,0,0,0.9945728
4732,2331165864,269240,Kâzım Dirik,Q269240$eac2ee98-36c0-4cef-85e6-b325b467c443,,569,date of birth,"""+1881-12-00T00:00:00Z""",,"""+1881-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Turkish general (1881–1941),,,unrefinement,,365,0,0,0,0,0,0,0,1,0.99710524
4735,297017342,80764,Mihrimah Sultan,Q80764$8382748C-27D3-44C6-B827-1707F6B5C77D,,569,date of birth,"""+1522-03-31T00:00:00Z""",,"""+2016-03-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Ottoman princess, daughter of Suleiman the Magnificent and Hürrem Sultan",,,property_value_update,,180450,0,0,0,0,0,0,0,0,0.9948783
4740,2271321247,172077,Dome of the Rock,Q172077$7e01c369-4fe4-ab5c-710a-9eb2ac4dee01,,571,inception,"""+687-00-00T00:00:00Z""",,"""-4745-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"dome, mosque",Islamic sanctuary in Jerusalem,,,property_value_update,,1984038,0,0,0,0,0,0,0,0,0.9941316
4741,2247467362,1470,M. C. Escher,Q1470$c06830dd-078d-4585-a2cb-41173872e099,,2032,work period (end),"""+1972-00-00T00:00:00Z""",,"""+1969-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Dutch graphic artist (1898–1972),,,property_value_update,,1095,0,0,0,0,0,0,0,0,0.9952319
4743,306364151,5115158,Chu Qing,Q5115158$A6C452E2-02CC-4985-85B4-88EC6543344D,,569,date of birth,"""+1923-03-01T00:00:00Z""",,"""+1923-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,92,0,1,0,0,0,1,0,1,0.99285936
4746,856704273,299165,Emílio Garrastazu Médici,q299165$F946BD3D-67D2-49B5-8C28-94717C3545D3,,570,date of death,"""-1985-10-09T00:00:00Z""",,"""+1985-10-09T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Brazilian politician (1905-1985),,,re_formatting,,1450042,1,0,0,0,0,0,0,0,0.996961
4751,660032222,67906,Johann Andreas Stein,Q67906$D2F5EF70-FA7F-4A70-BD95-0472C0E4C11A,,570,date of death,"""+1792-01-01T00:00:00Z""",,"""+1792-02-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,German maker of keyboard instruments,,,refinement,,58,0,0,1,0,1,0,1,0,0.9974991
4756,87778175,8937,Uskhal Khan Tögüs Temür,q8937$de6c963e-4f58-77fa-416f-d4eb5627f43a,,569,date of birth,"""+1350-01-01T00:00:00Z""",,"""+1342-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Northern Yuan dynasty Emperor,,,property_value_update,,2922,0,0,0,0,0,0,0,0,0.9953054
4759,1014494165,75826,Catiline,q75826$A519EB98-5E15-4FCF-8503-7F81E27C2AEB,,569,date of birth,"""-109-00-00T00:00:00Z""",,"""+1090-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"Roman politician, senator and soldier (c.108–62 BC)",,,property_value_update,,437934,0,0,0,0,0,0,0,0,0.99399376
4761,2105309539,43027,Edwin Hubble,q43027$4B344497-02AF-4C0B-85F1-94A72F424A22,,569,date of birth,"""somevalue""",,"""+1889-11-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,American astronomer (1889–1953),,,property_value_update,,1000,0,0,0,0,0,0,0,0,0.9863502
4763,1894641149,12542,Aztec,Q12542$a717c6db-4a37-f22c-a44f-43486cb8471b,,580,start time,"""-500-00-00T00:00:00Z""",,"""+500-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"civilization, historical ethnic group",ethnic groups of central Mexico and their civilization,,,re_formatting,,365250,1,0,0,0,0,0,0,0,0.99358857
4767,449724651,153648,Meketaten,Q153648$5DD2BF89-4CC2-472B-92D6-F9A179538946,,569,date of birth,"""+1348-00-00T00:00:00Z""",,"""-1348-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,Ancient Egyptian princess,,,re_formatting,,984714,1,0,0,0,0,0,0,0,0.99276674
4769,1267013577,278475,The Axeman of New Orleans,Q278475$DBC0533A-F81B-402F-8FB0-756878962E72,,570,date of death,"""+2000-01-01T00:00:00Z""",,"""+1950-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"criminal case, human",unidentified serial killer,,,property_value_update,,18293,0,0,0,0,0,1,0,1,0.9972109
