,revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,instance_of_main_entity,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity,relative_value_diff_latitude,relative_value_diff_longitude,latitude_sign_change,longitude_sign_change,latitude_whole_number_change,longitude_whole_number_change,coordinate_distance_km,latitude_precision_change,longitude_precision_change,latitude_length_increase,latitude_length_decrease,longitude_length_increase,longitude_length_decrease,longitude_shared_prefix,longitude_shared_prefix_length,latitude_shared_prefix,latitude_shared_prefix_length,full_cosine_similarity
4684,1793426859,123377,Hebrides,q123377$99B5135D-2C08-4CF4-AEB3-F59262E6D14D,,625,coordinate location,"{""latitude"": 57.833333333333, ""longitude"": -7}",,"{""latitude"": 58, ""longitude"": -7}",,globecoordinate,UPDATE,PROPERTY_VALUE,archipelago,archipelago off the west coast of mainland Scotland,,,property_value_update,,0.002881844380409208,0.0,0.0,0.0,True,False,18.532487774131106,0,0,0,1,0,0,0,0,0,0,0.98804736
4694,268630482,338277,Viger,q338277$03C38602-590E-4F9C-BCAE-9CA1400C0ACC,,625,coordinate location,"{""latitude"": 43.0631, ""longitude"": -0.0475}",,"{""latitude"": 43.062222222222, ""longitude"": -0.048611111111111}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Hautes-Pyrénées, France",,,property_value_update,,2.0383525059764206e-05,0.023391812865494743,0.0,0.0,False,False,0.13294609494282197,1,1,1,0,1,0,1,2,1,2,0.99131405
4696,983819632,878,United Arab Emirates,q878$878E642B-BA52-43EA-97D9-A9AB6FF93FC3,,625,coordinate location,"{""latitude"": 23.783333, ""longitude"": 54}",,"{""latitude"": 24.4, ""longitude"": 54.3}",,globecoordinate,UPDATE,PROPERTY_VALUE,"country, sovereign state","A country in West Asia, in the Middle East, at the eastern end of the Arabian Peninsula.",,,"refinement, property_value_update",,0.025928535752327047,0.005555555555555503,0.0,0.0,True,False,75.02821297809652,0,0,0,1,1,0,0,0,0,0,0.9971191
4703,1656364998,34020,Niue,Q34020$cfbc0cb7-4d02-9f4a-78f7-764cc28b0eee,,1332,coordinates of northernmost point,"{""latitude"": 5.91893, ""longitude"": 80.58523}",,"{""latitude"": -18.95253, ""longitude"": -169.84854}",,globecoordinate,UPDATE,PROPERTY_VALUE,"associated state, country, island country",island country in the South Pacific Ocean in free association with New Zealand,,,property_value_update,,4.202019621789749,3.107688220285529,1.0,1.0,True,True,12275.732191644644,0,0,1,0,1,0,0,0,1,1,0.9966777
4729,333177791,24033717,Seldon Fretum,Q24033717$ce242260-4dfd-512f-0a39-c53c6295e473,,625,coordinate location,"{""latitude"": -66, ""longitude"": -316.6}",,"{""latitude"": 66, ""longitude"": -316.6}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,14677.73031708175,0,0,0,0,0,0,1,1,0,0,0.9759815
4734,760944567,49304351,Little Pigeon Lake,Q49304351$B76441DD-6881-4BFE-A5F1-477244771909,,625,coordinate location,"{""latitude"": 43.98164, ""longitude"": -87.87512}",,"{""latitude"": 43.981666666667, ""longitude"": -87.875}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,6.063136118696157e-07,1.3655742375709654e-06,0.0,0.0,False,False,0.010048844716307492,1,1,1,0,0,1,1,3,1,4,0.97827
4736,573448108,284383,Nuragus,q284383$005E6AE5-3DA0-44C5-8A0F-A2F529CC4B47,,625,coordinate location,"{""latitude"": 39.783333333333, ""longitude"": 9.0333333333333}",,"{""latitude"": 39.7774328, ""longitude"": 9.0367055}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,,,property_value_update,,0.00014831671553408877,0.0003733025830295874,0.0,0.0,False,False,0.716601605580729,1,1,0,1,0,1,1,2,1,1,0.9808537
4745,270546566,780068,Bonnay,q780068$64FD4BFA-8041-4FC6-B53B-355C8FDC3D3C,,625,coordinate location,"{""latitude"": 46.5508, ""longitude"": 4.6225}",,"{""latitude"": 46.55, ""longitude"": 4.6216666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,1.718552634982086e-05,0.00018027762753914829,0.0,0.0,False,False,0.1094262044743664,1,1,0,1,1,0,1,2,1,2,0.96699476
4749,270128920,356146,Xamontarupt,q356146$9C7B9F4A-A5D1-4765-A0DD-367871458656,,625,coordinate location,"{""latitude"": 48.133333, ""longitude"": 6.65}",,"{""latitude"": 48.1325, ""longitude"": 6.6530555555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Vosges, France",,,"refinement, property_value_update",,1.730609430267552e-05,0.0004594820384360231,0.0,0.0,False,False,0.244947132695434,1,1,0,1,1,0,1,2,1,2,0.9932135
4753,957743751,249708,Aleutian Islands Campaign,q249708$CF2A1FF8-D6DD-46DE-A5FF-5314EA1C7EFC,,625,coordinate location,"{""latitude"": 52.097594444444, ""longitude"": -173.5012}",,"{""latitude"": 52.8325, ""longitude"": 173.0725}",,globecoordinate,UPDATE,PROPERTY_VALUE,military campaign,1942 military campaign,,,property_value_update,,0.014106324167034145,1.9975291237178763,0.0,1.0,False,False,911.8847609680101,1,1,0,1,0,0,0,0,0,0,0.98800933
4766,769585048,34617,Saint Pierre and Miquelon,q34617$3C8856C7-A4CE-4975-AD2A-C9274E4A6079,,625,coordinate location,"{""latitude"": 46.783333333333, ""longitude"": -56.2}",,"{""latitude"": 46.825, ""longitude"": -56.275}",,globecoordinate,UPDATE,PROPERTY_VALUE,"archipelago, enclave, exclave, overseas collectivity of France, overseas territory, territorial collectivity of France",self-governing territorial overseas collectivity of France,,,"refinement, property_value_update",,0.0008906305664482863,0.0013345195729536608,0.0,0.0,False,False,7.351997837274916,1,1,0,1,1,0,1,1,0,0,0.9966281
4780,315519307,280888,California State Route 138,Q280888$F5025F4F-FF43-4E37-8DF5-0A4F3CE3BE74,,625,coordinate location,"{""latitude"": 34.783241, ""longitude"": 118.645182}",,"{""latitude"": 34.783241, ""longitude"": -118.645182}",,globecoordinate,UPDATE,PROPERTY_VALUE,road,highway in California,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,10256.586781680466,1,1,0,0,0,0,1,6,1,6,0.98918056
4782,1463373799,102587,Caminata,Q102587$3bfd2628-464c-e575-fcd2-38d3df1aa7b2,,625,coordinate location,"{""latitude"": 4.9108, ""longitude"": 9.3083}",,"{""latitude"": 44.910805555555555, ""longitude"": 9.308305555555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,"abolished municipality in Italy, frazione","settlement in Alta Val Tidone, Italy",,,"refinement, property_value_update",,8.145313504022878,5.968389025841689e-07,0.0,0.0,True,False,4447.797683531975,0,0,1,0,1,0,1,4,1,4,0.98592937
4786,778872786,24910996,Tanjung Kaleket,Q24910996$87820D4F-1FC0-457A-BC96-9EC122501516,,625,coordinate location,"{""latitude"": -1.743, ""longitude"": 130.00971}",,"{""latitude"": -1.7430555555556, ""longitude"": 130.00972222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,3.187352587486193e-05,9.401005504449281e-08,0.0,0.0,False,False,0.006325089795783614,1,1,1,0,1,0,1,4,1,3,0.96911263
4796,335622253,2898,Rostock District,Q2898$F5882776-E081-46F8-B292-C2BB6512F078,,625,coordinate location,"{""latitude"": 53.91, ""longitude"": 12.25}",,"{""latitude"": 53.9, ""longitude"": 12.25}",,globecoordinate,UPDATE,PROPERTY_VALUE,rural district of Mecklenburg-Vorpommern,"district of Mecklenburg-Western Pomerania, Germany",,,unrefinement,,0.0001854943424225192,0.0,0.0,0.0,False,False,1.1119492664455182,1,1,0,1,0,0,1,2,1,1,0.995322
4800,791634516,24911057,Puncak Ali,Q24911057$5BA67EB1-F4D6-4FEA-8002-124F706C6EE2,,625,coordinate location,"{""latitude"": -7.3547, ""longitude"": 107.5248}",,"{""latitude"": -7.3547222222222, ""longitude"": 107.52472222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,3.0214994765474247e-06,7.233473579352495e-07,0.0,0.0,False,False,0.008926175079660321,1,1,1,0,1,0,1,3,1,4,0.96311224
4807,268026572,235297,Tréguier,q235297$810F9AB4-D777-417E-9B4D-6F6073C394E2,,625,coordinate location,"{""latitude"": 48.785830555556, ""longitude"": -3.2311083333333}",,"{""latitude"": 48.785, ""longitude"": -3.2325}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"French commune in the Côtes-d'Armor, Brittany",,,"unrefinement, property_value_update",,1.70245242633343e-05,0.00043070876093600526,0.0,0.0,False,False,0.1375677823517655,1,1,0,1,0,1,1,2,1,3,0.9879699
4809,1966581039,23111,Suffolk,q23111$E785C1D3-5927-4C1D-8ED7-71C82B927091,,625,coordinate location,"{""latitude"": 52.166666666667, ""longitude"": 1}",,"{""latitude"": 52.2, ""longitude"": 1}",,globecoordinate,UPDATE,PROPERTY_VALUE,"ceremonial county of England, non-metropolitan county",county of England,,,unrefinement,,0.0006389776357764417,0.0,0.0,0.0,False,False,3.706497554782085,1,1,0,1,0,0,0,0,0,0,0.98837316
4829,264306507,128968,Quistinic,q128968$8BC72512-BCBB-4492-88F6-7FBDB039E3A7,,625,coordinate location,"{""latitude"": 47.9058, ""longitude"": -3.1331}",,"{""latitude"": 47.905, ""longitude"": -3.1341666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Morbihan, France",,,"unrefinement, property_value_update",,1.6699439316286034e-05,0.0003404508846509386,0.0,0.0,False,False,0.11931025990860493,1,1,0,1,1,0,1,2,1,3,0.990687
4830,582440361,22560141,Lac Guéguen,Q22560141$21d1d093-4b95-c67c-9f0d-63515e076e52,,625,coordinate location,"{""latitude"": 48.091944444444, ""longitude"": 77.203888888889}",,"{""latitude"": 48.091944444444, ""longitude"": -77.203888888889}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,9038.669855936381,1,1,0,0,0,0,1,12,1,12,0.9740476
4852,1254982288,199889,Kumamoto,q199889$2601DB2D-C4A4-44E8-BB8D-EA0EF37BFF77,,625,coordinate location,"{""latitude"": 32.8, ""longitude"": 130.7}",,"{""latitude"": 32.80305555555555, ""longitude"": 130.70777777777778}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, city designated by government ordinance, city for international conferences and tourism, city of Japan, fortified town, prefectural capital of Japan","city in Kumamoto prefecture, Japan",,,refinement,,9.315718157180321e-05,5.950862875125978e-05,0.0,0.0,False,False,0.802431454859904,1,1,1,0,1,0,1,1,1,1,0.9920442
4854,1755274544,1179,Aquitaine,q1179$4BBAC9CD-03C7-4775-ABED-26F708E5695F,,625,coordinate location,"{""latitude"": 44.583333333333, ""longitude"": 0}",,"{""latitude"": 44.6, ""longitude"": 0}",,globecoordinate,UPDATE,PROPERTY_VALUE,region of France,former administrative region of France,,,unrefinement,,0.00037383177570840667,0.0,0.0,0.0,False,False,1.8532487774462134,1,1,0,1,0,0,0,0,0,0,0.9867028
4866,1248854157,61958072,ceramic panel of Our Lady of the Sorrows at 19 Justo Zaragoza square,Q61958072$540E7FF9-E244-4838-8A7B-44B878513BC0,,625,coordinate location,"{""latitude"": 40.305929, ""longitude"": -0.225735}",,"{""latitude"": 40.305928888888886, ""longitude"": 0.225735}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"re_formatting, refinement",,2.7566940139019824e-09,2.0,0.0,1.0,False,False,38.2834435771595,1,1,1,0,0,0,1,6,1,5,0.9872532
4875,835202733,68063,Saint-Prex,Q68063$B9505D82-3201-4DCC-A1F4-C9FC531D64A0,,625,coordinate location,"{""latitude"": 46.48544, ""longitude"": 6.44926}",,"{""latitude"": 46.483611111111, ""longitude"": 6.4575}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of Switzerland,municipality in the canton of Vaud in Switzerland,,,property_value_update,,3.934326294414185e-05,0.0012776659647773239,0.0,0.0,False,False,0.6628486595788898,1,1,1,0,0,1,1,1,1,2,0.99521
4883,338011609,318404,Silvassa,q318404$011F0F9E-8D5D-4140-B53E-E64FE92AB31A,,625,coordinate location,"{""latitude"": 20.45, ""longitude"": 73.033333333333}",,"{""latitude"": 20.266666666667, ""longitude"": 73.016666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,town in India,"city in Dadra and Nagar Haveli and Daman and Diu, India",,,property_value_update,,0.008964955175207805,0.0002282062984846812,0.0,0.0,False,False,20.459645861331232,1,1,1,0,0,0,1,1,0,0,0.98958766
4897,1094552207,176635,Tropic of Cancer,q176635$3C8BAC64-CBA9-4D1E-A8E6-C83855E5CA83,,625,coordinate location,"{""latitude"": 23.437777777778, ""longitude"": 0}",,"{""latitude"": 23.436694444444445, ""longitude"": 0}",,globecoordinate,UPDATE,PROPERTY_VALUE,"region, tropic",line of northernmost latitude at which the Sun can be directly overhead,,,property_value_update,,4.622167441920093e-05,0.0,0.0,0.0,False,False,0.12046117055640126,1,1,1,0,0,0,0,0,1,2,0.9916374
4907,65094740,7948,Kamchatka Krai,q7948$84dc3da1-4095-3d9f-13de-986baf61c7ce,,625,coordinate location,"{""latitude"": 56, ""longitude"": 59}",,"{""latitude"": 56, ""longitude"": 159}",,globecoordinate,UPDATE,PROPERTY_VALUE,"federal subject of Russia, krai of Russia",federal subject of Russia,,,property_value_update,,0.0,1.694915254237288,0.0,0.0,False,True,5640.684250850035,0,0,0,0,1,0,0,0,0,0,0.9945682
4910,2294315035,189848,Gernika,q189848$00467760-4AE8-498C-B700-43CEDBE51000,,625,coordinate location,"{""latitude"": 43.316944444444, ""longitude"": -2.6766666666667}",,"{""latitude"": 43.316944444444445, ""longitude"": -2.6766666666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of Spain,"town in the Basque Country, Spain",,,refinement,,1.0334106647411033e-14,1.2443346477741326e-14,0.0,0.0,False,False,4.9586276773935807e-11,1,1,1,0,1,0,1,12,1,12,0.9928008
4911,264288834,128496,Ruffiac,q128496$9132CDD8-5028-495E-A784-A2FFBA4EF820,,625,coordinate location,"{""latitude"": 47.8192, ""longitude"": -2.2806}",,"{""latitude"": 47.818055555556, ""longitude"": -2.2822222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Morbihan, France",,,property_value_update,,2.393273923448396e-05,0.0007113137868104827,0.0,0.0,False,False,0.17568461539989697,1,1,1,0,1,0,1,2,1,2,0.9897208
4915,729614471,16516350,Atekagaitz,Q16516350$57baf0c7-4f0b-d24f-2003-826ea5d7f5a8,,625,coordinate location,"{""latitude"": 43.313836111111, ""longitude"": 1.4000055555556}",,"{""latitude"": 43.313836111111, ""longitude"": -1.4000055555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,226.52770675951822,1,1,0,0,0,0,1,13,1,12,0.9685968
4917,268554287,327760,Camarsac,q327760$D5719F03-7373-4F4F-97AB-A3677262B368,,625,coordinate location,"{""latitude"": 44.8333, ""longitude"": -0.3633}",,"{""latitude"": 44.8325, ""longitude"": -0.36472222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Gironde, France",,,property_value_update,,1.784387943778699e-05,0.003914732238425525,0.0,0.0,False,False,0.14314623208919114,1,1,0,0,1,0,1,2,1,2,0.99206126
4918,751423545,49303491,Kuirzinjik Lake,Q49303491$A3E778C2-376F-4E73-A5D7-7FB2936B632F,,625,coordinate location,"{""latitude"": 68.38236, ""longitude"": -143.95001}",,"{""latitude"": 68.382222222222, ""longitude"": -143.95}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,2.0148146101981625e-06,6.946856067029198e-08,0.0,0.0,False,False,0.01532566594425882,1,1,1,0,0,1,1,2,1,3,0.9758285
4919,268874241,378161,Combressol,q378161$FAA691F7-E532-4FEB-81F5-45ABC037BF1E,,625,coordinate location,"{""latitude"": 45.476111111111, ""longitude"": 2.1608333333333}",,"{""latitude"": 45.475555555556, ""longitude"": 2.16}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Corrèze, France",,,"unrefinement, property_value_update",,1.2216426194531367e-05,0.0003856536829771195,0.0,0.0,False,False,0.08965491852094519,1,1,0,0,0,1,1,2,1,2,0.9849649
4921,755903323,49303274,Jewit Lake,Q49303274$789159F9-EA56-4869-86BC-5C457EFF8A27,,625,coordinate location,"{""latitude"": 45.57514, ""longitude"": -122.50059}",,"{""latitude"": 45.575, ""longitude"": -122.50055555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"unrefinement, property_value_update",,3.071850135725308e-06,2.8117774783143564e-07,0.0,0.0,False,False,0.01579645263865863,1,1,0,1,1,0,1,4,1,3,0.9738401
4927,160698932,80370,Batman Province,q80370$916E9A42-93C1-41A1-9B32-FC94FDE8A8C0,,625,coordinate location,"{""latitude"": 8.0819444444444, ""longitude"": 41.407222222222}",,"{""latitude"": 38.081944444444, ""longitude"": 41.407222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,province of Turkey,province of Turkey,,,property_value_update,,3.711978003093286,0.0,0.0,0.0,True,False,3335.8477993367173,0,0,0,0,0,0,1,12,1,12,0.9888867
4929,75778547,370501,Guadalupe Mountains National Park,q370501$FF49F106-068B-4839-9AB8-9C3664C2FF7D,,625,coordinate location,"{""latitude"": 31.9278, ""longitude"": 104.8806}",,"{""latitude"": 31.916666666667, ""longitude"": -104.86666666667}",,globecoordinate,UPDATE,PROPERTY_VALUE,"national park, National Park of the United States","national park in Texas, USA",,,property_value_update,,0.00034870342876750155,1.9998671505184942,0.0,1.0,False,False,12257.605347682364,1,1,1,0,1,0,1,1,1,1,0.99368
4932,1594250534,30104,Atok,Q30104$5D2230B7-13AC-4013-8C39-A1E022FBCE37,,625,coordinate location,"{""latitude"": 16.56667, ""longitude"": 120.7}",,"{""latitude"": 16.627222222222223, ""longitude"": 120.76722222222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,municipality of the Philippines,municipality of the Philippines in the province of Benguet,,,"refinement, property_value_update",,0.0036550629802020638,0.000556936389579231,0.0,0.0,False,False,9.83098563186822,1,1,1,0,1,0,1,1,0,0,0.9862517
4935,769292644,24910681,Teluk Kakad,Q24910681$42B6E161-E33A-4E79-9D64-BD7A7F6E0679,,625,coordinate location,"{""latitude"": -9.9329, ""longitude"": 119.8572}",,"{""latitude"": -9.9327777777778, ""longitude"": 119.85722222222}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"refinement, property_value_update",,1.2304787343154413e-05,1.8540579953972463e-07,0.0,0.0,False,False,0.01380672317606676,1,1,1,0,1,0,1,4,1,3,0.9725069
4937,1827712841,24912874,Alamgir Mosque,Q24912874$C45EE347-7FAD-407F-86D5-8ACF2A9EAABB,,625,coordinate location,"{""latitude"": 25.311, ""longitude"": 83.01}",,"{""latitude"": 25.31527, ""longitude"": 83.01774}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,property_value_update,,0.00016870135514210314,9.324177809900378e-05,0.0,0.0,False,False,0.9114503479516488,1,1,1,0,1,0,1,2,1,2,0.9767072
4939,1908821482,119094201,Riverside Park,Q119094201$b9c6f2ab-48ad-8c87-24a6-0ca48961cc1f,,625,coordinate location,"{""latitude"": 33.9198, ""longitude"": 150.9722}",,"{""latitude"": -33.9198, ""longitude"": 150.9722}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,7543.419345596205,0,0,0,0,0,0,1,4,1,4,0.97890556
4941,543484984,28232575,St. Dairbhile's Church,Q28232575$2FF1FA46-4798-4D09-9D43-E9677BFA1455,,625,coordinate location,"{""latitude"": 54.096168, ""longitude"": 10.106915}",,"{""latitude"": 54.096168, ""longitude"": -10.106915}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,1313.596875065997,1,1,0,0,0,0,1,6,1,6,0.9773663
4953,232331554,340233,MS Achille Lauro,q340233$8B438236-9DBC-403D-9F36-913D32D862C1,,625,coordinate location,"{""latitude"": 2, ""longitude"": -47}",,"{""latitude"": 2, ""longitude"": 47}",,globecoordinate,UPDATE,PROPERTY_VALUE,"cruise ship, ocean liner",cruise ship launched in 1946; sunken in 1994,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,10444.00220351898,0,0,0,0,0,0,0,0,0,0,0.9951345
4956,363367712,26257321,Rinns of Shurdimires,Q26257321$FABE754F-7C1A-4814-B416-74A07B4A0EB5,,625,coordinate location,"{""latitude"": 60.30015, ""longitude"": 1.609175}",,"{""latitude"": 60.30015, ""longitude"": -1.609175}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,177.28851389831084,1,1,0,0,0,0,1,6,1,5,0.97855717
4981,2142676673,169966,Deccan Plateau,Q169966$D272FE54-308B-4B5C-8029-F5D6501D3C48,,625,coordinate location,"{""latitude"": 16, ""longitude"": 77}",,"{""latitude"": 15, ""longitude"": 77}",,globecoordinate,UPDATE,PROPERTY_VALUE,plateau,large plateau in India,,,property_value_update,,0.0625,0.0,0.0,0.0,True,False,111.19492664455889,0,0,0,0,0,0,0,0,0,0,0.9891317
5011,1524467370,316082,Amt Nennhausen,Q316082$B17602C1-0C69-483B-8FB9-E0252304CFBE,,625,coordinate location,"{""latitude"": 52.605278, ""longitude"": 12.504444}",,"{""latitude"": 52.60527777777778, ""longitude"": 12.504444444444445}",,globecoordinate,UPDATE,PROPERTY_VALUE,Amt,"collective municipality in Brandenburg state, Germany",,,refinement,,4.224333141870085e-09,3.554291943654639e-08,0.0,0.0,False,False,3.8876163258692e-05,1,1,1,0,1,0,1,6,1,5,0.988654
5024,1851097332,109310563,Yus Yef Island,Q109310563$ed300da9-4094-18bb-2808-3b3cdb41548c,,625,coordinate location,"{""latitude"": 1.7533244444444445, ""longitude"": 131.14294444444445}",,"{""latitude"": -1.7533244444444445, ""longitude"": 131.14294444444445}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,389.9215659682234,0,0,0,0,0,0,1,14,1,16,0.97972333
5038,442677197,28223040,Gran Dolmen de Montehermoso,Q28223040$6BBFEC62-D816-4481-B51C-BDD431FB21ED,,625,coordinate location,"{""latitude"": 40.08314, ""longitude"": 6.38085}",,"{""latitude"": 40.08314, ""longitude"": -6.38085}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,1084.7871893802983,1,1,0,0,0,0,1,5,1,5,0.97234476
5058,340154117,172,Toronto,q172$E7EF0CB0-2C0C-42A9-BBE1-4F68E31796AC,,625,coordinate location,"{""latitude"": 43.648061111111, ""longitude"": -79.404169444444}",,"{""latitude"": 43.7, ""longitude"": -79.4}",,globecoordinate,UPDATE,PROPERTY_VALUE,"big city, census division of Canada, city, financial center, largest city, provincial or territorial capital city in Canada, single-tier municipality","capital and largest city of the province of Ontario, Canada",,,"unrefinement, property_value_update",,0.0011899472179712327,5.2509137406261345e-05,0.0,0.0,False,False,5.785067655313095,1,1,0,1,0,1,1,1,0,0,0.98936856
5059,2249712886,367211,Smiljan,q367211$C81ACE6D-D73A-43BD-BABA-86117A099442,,625,coordinate location,"{""latitude"": 44.566666666667, ""longitude"": 15.316666666667}",,"{""latitude"": 44.5643, ""longitude"": 15.3181}",,globecoordinate,UPDATE,PROPERTY_VALUE,settlement in Croatia,"settlement in the Town of Gospić, Lika-Senj County, Croatia",,,property_value_update,,5.310396410607115e-05,9.357997821538414e-05,0.0,0.0,False,False,0.2866136996509082,1,1,0,1,0,1,1,2,1,2,0.9957032
5061,749467729,49303311,Jones Lake,Q49303311$C0B8F864-2F39-4A92-860F-8D49C12010ED,,625,coordinate location,"{""latitude"": 47.43992, ""longitude"": -98.32258}",,"{""latitude"": 47.44, ""longitude"": -98.3225}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,unrefinement,,1.6863434844951547e-06,8.136482992713514e-07,0.0,0.0,False,False,0.010739256007113939,1,1,0,1,0,1,1,4,1,1,0.97598803
5067,267211263,192901,Le Buisson,q192901$6C30C5B1-034C-46AF-B3B0-16793C69B403,,625,coordinate location,"{""latitude"": 44.6283, ""longitude"": 3.2356}",,"{""latitude"": 44.6275, ""longitude"": 3.235}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of France,"commune in Lozère, France",,,"unrefinement, property_value_update",,1.7925845259739692e-05,0.00018543701322781987,0.0,0.0,False,False,0.10083472725549147,1,1,0,0,0,1,1,3,1,2,0.99258494
5069,53456074,58731,Baja California,q58731$04a32a7b-4df2-907e-d2b6-c0a0f893897f,,625,coordinate location,"{""latitude"": 30.26, ""longitude"": 115.09}",,"{""latitude"": 30.26, ""longitude"": -115.09}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,re_formatting,,0.0,2.0,0.0,1.0,False,False,11445.683345916623,1,1,0,0,0,0,1,2,1,2,0.9776495
5074,316110095,101077,Fornovo San Giovanni,q101077$44EBA329-BF63-416A-998A-3664320BEED3,,625,coordinate location,"{""latitude"": 45.5, ""longitude"": 9.6833333333333}",,"{""latitude"": 45.4968, ""longitude"": 9.6773}",,globecoordinate,UPDATE,PROPERTY_VALUE,commune of Italy,Italian comune,,,"refinement, property_value_update",,7.032967032966258e-05,0.0006230636833011181,0.0,0.0,False,False,0.589688915600972,1,1,1,0,0,1,1,1,0,0,0.99054515
5075,1485741867,108198324,Monumento Piloto Ayrton Senna,Q108198324$b512940a-4eab-6703-157a-eddb2678b2b8,,625,coordinate location,"{""latitude"": 12.9488348, ""longitude"": -38.4306448}",,"{""latitude"": -12.9488348, ""longitude"": -38.4328335}",,globecoordinate,UPDATE,PROPERTY_VALUE,,,,,"re_formatting, property_value_update",,2.0,5.695194580752449e-05,1.0,0.0,False,False,2879.6894815454407,0,0,0,0,0,0,1,2,1,7,0.97953975
5079,1412613866,198991,Zielitz,Q198991$72A2738A-A811-4694-83BE-6B76C4955276,,625,coordinate location,"{""latitude"": 52.28958, ""longitude"": 11.67572}",,"{""latitude"": 52.291666666666664, ""longitude"": 11.675}",,globecoordinate,UPDATE,PROPERTY_VALUE,non-urban municipality in Germany,municipality of Germany,,,"unrefinement, property_value_update",,3.9905974893343216e-05,6.16664325625647e-05,0.0,0.0,False,False,0.2371379697177187,1,1,1,0,0,1,1,3,1,1,0.99218035
5082,283449202,242111,Death Valley National Park,q242111$021E4C9A-CC46-4654-9AF1-38CCD59F04D5,,625,coordinate location,"{""latitude"": 36.2419, ""longitude"": -116.826}",,"{""latitude"": 36.241888888889, ""longitude"": 116.82605555556}",,globecoordinate,UPDATE,PROPERTY_VALUE,National Park of the United States,US national park in the state of California,,,"refinement, re_formatting",,3.06581912100679e-07,2.000000475541061,0.0,1.0,False,False,10237.100200669114,1,1,1,0,1,0,1,3,1,3,0.9917428
5094,150028285,328488,Salonga National Park,Q328488$7402AF50-7B2F-41D0-B157-62C90B1B717B,,625,coordinate location,"{""latitude"": 2, ""longitude"": 21}",,"{""latitude"": -2, ""longitude"": 21}",,globecoordinate,UPDATE,PROPERTY_VALUE,"national park, tropical forest",national park in the Democratic Republic of the Congo,,,re_formatting,,2.0,0.0,1.0,0.0,False,False,444.77970657823494,0,0,0,0,0,0,0,0,0,0,0.9965861
