revision_id,entity_id,value_id,property_id,change_target,property_label,old_value,old_value_label,new_value,new_value_label,label
1508671564,39688,Q39688$CA76795D-3E58-44A2-9B01-96F80DE87C8A,6706,,De Agostini ID,"""Villanòva d'Ardénghi""",,"""Villanòva+d'Ardénghi""",,
1509314040,1356,Q1356$0E994317-BE22-45C2-B7C1-99747EBC7F5D,1889,,different from,"""Q57156537""",West Bengal,"""Q2347909""",East Bengal,
1512349856,7317,Q7317$AF1B560F-A82C-4011-AC83-293BED04CB61,9981,,L'Unificazione ID,"""giuseppe-verdi_(L'Unificazione)""",,"""giuseppe-verdi""",,
1512493569,2831,Q2831$e857b28b-814b-41dd-8d45-cddd277aa09e,9965,,Musik-Sammler.de artist ID,"""michael-jackson""",,"""2302""",,
1513536196,33720,Q33720$01065455-415a-ae5d-9059-0b3235211ab5,1705,,native label,"""Hamtikanon""",,"""Hantikanon""",,
1513727725,31442,description,-2,,description,"""Argentine association football player (1990-2019)""",,"""Argentine association football player (1990-3499)""",,
1515866397,12012,q12012$7B8975D9-3D4C-4A78-B7AB-B688D4F71E99,373,,Commons category,"""Nigar Camal""",,"""Nigar Jamal""",,
1521633727,33999,Q33999$1197e38d-4e68-4d64-3d79-680f075596ac,2521,,female form of label,"""actriz""",,"""atriz""",,
1521805800,21196,description,-2,,description,"""Christian festival and holiday celebrating the New Testament stories about the resurrection of Jesus Christ""",,"""Christian festival and holiday the resurrection of Jesus Christ""",,
1523461524,10989,Q10989$03C04F7C-B054-42B3-807E-D4F09DE93525,31,,instance of,"""Q1311958""",railway tunnel,"""Q109445423""",high-speed railway tunnel,
1529139340,20317,description,-2,,description,"""Islands that has two main island made out of rocks.""",,"""Islands that has two main island made out of rocks""",,
1531425715,8819,Q8819$a6c6f6d7-4c1f-9678-083b-daf81a589e07,747,,has edition or translation,"""Q87724286""",Unicode 6.1,"""Q109656609""",Unicode 3.1.1,
1533364000,21145,Q21145$fe12f76c-4b96-2b51-04f1-a96727918b52,1365,,replaces,"""Q109478139""",,"""Q109478068""",,
1534122969,19860,Q19860$638B036A-1B92-4B93-86AB-0F6EDA31AE17,3219,,Encyclopædia Universalis ID,"""grammaire-comparee-des-langues-indo-europeennes""",,"""indo-europeen""",,
1537961905,5596,Q5596$f7dc40ee-4887-ce89-1468-684ba7a3d6aa,4342,,Store norske leksikon (Great Norwegian Encyclopedia) ID,"""Kurisches Haff""",,"""Kurisches_Haff""",,
1538806983,41018,q41018$6BE34679-E30A-44AC-BA37-9624CA15CF40,625,,coordinate location,"{""latitude"": 46.566666666667, ""longitude"": 12.583333333333}",,"{""latitude"": 46.5714193, ""longitude"": 12.5877749}",,
1539212654,1469,Q1469$F7286C44-6E4B-49E8-BCB9-8F08D9598A1A,4342,,Store norske leksikon (Great Norwegian Encyclopedia) ID,"""La_Loire""",,"""Loire_-_elv""",,
1539451561,38279,description,-2,,description,"""waterfall""",,"""waterfall in Hamilton, Ontario, Canada""",,
1543735100,35032,description,-2,,description,"""communion of autocephalous Christian Churches that follow Eastern Orthodox Christianity.""",,"""communion of autocephalous Christian Churches that follow Eastern Orthodox Christianity""",,
1544716353,42236,description,-2,,description,"""Commemoration of the triumphal entry of Jesus into Jerusalem; First day of Holy Week""",,"""commemoration of the triumphal entry of Jesus into Jerusalem; first day of Holy Week""",,
1551252523,13727,Q13727$6dd4283a-4418-9b19-a882-1a523faac59b,1448,,official name,"""Kapuuran kang Hantik""",,"""Kapuuran kang Hamtik""",,
1552462301,7449,description,-2,,description,"""American computer security consultant, author, convicted criminal, and hacker anonymous.""",,"""American computer security consultant, author, convicted criminal, and hacker.""",,
1552684141,20710,description,-2,,description,"""French neurologist""",,"""French neurologist (1825-1893)""",,
1553461961,24172,description,-2,,description,"""Canadian economist""",,"""Canadian economist (1911-1993)""",,
1559531783,5690,Q5690$d0183840-42cc-79f8-7239-e6c59d5e674b,131,,located in the administrative territorial entity,"""Q2308046""",Sparta,"""Q992450""",Sparta Municipality,
1559974727,9682,Q9682$6cd57932-40e7-d900-7e0e-8251c7371204,793,,significant event,"""Q2998924""",1987 Fijian coups d'état,"""Q835352""",Meech Lake Accord,
1564366562,11104,description,-2,,description,"""Arab physicist, mathematician and astronomer (c.965-c.1040)""",,"""Arab physicist, mathematician and astronomer (c.965 – c.1040)""",,
1565300743,27889,Q27889$cc7572e8-42c7-f9bb-d1eb-2aab36b67b21,8006,,footedness,"""Q88245096""",,"""Q2183543""",left-footedness,
1565711885,26070,Q26070$622DCF44-DB77-4C9F-A953-21885B8CC578,127,,owned by,"""Q18735049""",Mia Khalifa,"""Q3276951""",Tadashi Yanai,
1570839107,19588,description,-2,,description,"""Series of chemical elements""",,"""series of chemical elements""",,
1571609387,10559,Q10559$7915623E-074A-477A-A1CD-6304D0317784,6744,,FragDenStaat public body ID,"""bezirk-niederbayern""",,"""11220""",,
1573708445,14583,Q14583$EDD60BDB-0415-4866-AFC7-226043BC0A32,277,,programmed in,"""Q15777""",,"""Q2407""",,
1577613182,26726,label,-1,,label,"""Cannabis sativa""",,"""Cannabis sativaa""",,
1578887848,6049,q6049$D1AFFA2B-7560-42B0-A8E2-196F92AACAE9,94,,coat of arms image,"""Герб Кызыла 2016.jpg""",,"""Flag of Kyzyl.svg""",,
1579077613,26001,label,-1,,label,"""FIBA Basketball World Cup""",,"""FuBA Basketball World Cup""",,
1579123911,12976,Q12976$63fa9178-444b-af84-e51a-fc38c0434ace,166,,award received,"""Q26126""",Order of Leopold,"""Q14900501""",Grand Cordon of the Order of Leopold,
1579663153,14280,Q14280$78950E96-0A2C-4346-ABBE-2F3DA5E1A344,396,,SBN author ID,"""IT\\ICCU\\TO0V\\281080""",,"""TO0V281080""",,
1579688224,1698,Q1698$0322B128-AA79-4537-876B-1A58C743B36A,396,,SBN author ID,"""IT\\ICCU\\SBLV\\070113""",,"""SBLV070113""",,
1586640591,36846,Q36846$15b0d9ee-44c5-eff8-d233-bbf43f6fd55e,305,,IETF language tag,"""art-x-tokipona""",,"""novalue""",,
1586715388,39379,Q39379$7E38F339-7101-4C41-B340-B3819974A278,495,,country of origin,"""Q29""",Spain,"""Q30""",United States,
1589985135,1618,Q1618$a171da47-457c-375b-65ea-cecd67b55ba8,166,,award received,"""Q7515877""",Silver Buffalo Award,"""Q56657858""",Honorary Scout,
1592303694,4604,Q4604$8E306D6C-EEC6-436E-B5B2-09F08C709952,570,,date of death,"""-479-00-00T00:00:00Z""",,"""-479-03-09T00:00:00Z""",,
1593101858,1750,Q1750$296A0D33-BF2C-493F-BD58-F3EC691320C5,3926,,USA Track & Field athlete legacy ID (archived),"""will-claye""",,"""Will-Claye""",,
1600656780,716,Q716$073030a2-473d-8206-68b9-53b710e7d3f6,575,,time of discovery or invention,"""+1825-00-00T00:00:00Z""",,"""+1791-00-00T00:00:00Z""",,
1601000065,7954,Q7954$8AE5E74A-58A1-484C-8D7A-F43E387BDCA6,527,,has part(s),"""Q20880""",1958 Belgian Grand Prix,"""Q20865""",1953 Belgian Grand Prix,
1601866734,8000,Q8000$D9AD819F-A362-42DF-A4CC-20BF2ACD888C,527,,has part(s),"""Q305652""",1989 Japanese Grand Prix,"""Q305706""",1993 Japanese Grand Prix,
1601886830,8109,Q8109$C87A9B0F-C619-4951-B2B8-1887BC01AFE1,527,,has part(s),"""Q29066592""",2017 Mexican Grand Prix,"""Q171590""",1986 Mexican Grand Prix,
1602027708,43070,description,-2,,description,"""capital city of Donetsk Oblast in estern Ukraine""",,"""capital city of Donetsk Oblast in Eastern Ukraine""",,
1604544016,5778,label,-1,,label,"""West Aceh Regency""",,"""West Aceh""",,
1604742423,12856,q12856$3DB0778A-0DAF-480F-87DA-30F27D7A5803,625,,coordinate location,"{""latitude"": 17.15, ""longitude"": 120.53333333333}",,"{""latitude"": 17.151666666666667, ""longitude"": 120.53611111111111}",,
1618106156,15004,description,-2,,description,"""type of home appliance used to dry hair""",,"""type of appliance used to dry hair""",,
1618420770,1229,description,-2,,description,"""river in European Russia""",,"""Fifth-longest river in Europe (Russia)""",,
1619965519,37507,description,-2,,description,"""one-way stick made of combustible material (typically wood) used for lighting fires""",,"""stick made of combustible material (typically wood) used for lighting fires""",,
1621902365,22916,Q22916$0507E44E-C26F-463E-9DC5-8950FEAC362D,856,,official website,"""http://www.communedeplaine.com/""",,"""https://www.communedeplaine.com""",,
1628530662,34787,Q34787$6133c1e4-6d10-4f11-9d63-204621f4d3ac,509,,cause of death,"""Q2202755""",Kev Adams,"""Q12078""",cancer,
1631854204,1228,Q1228$9913eec8-41b1-1f31-2e6e-93570e4fb2bb,166,,award received,"""Q20895009""",,"""Q10993583""",Grand Cross of the Order of Vytautas the Great,
1633227161,2883,description,-2,,description,"""date""",,"""Day of the year""",,
1634421612,36348,description,-2,,description,"""Event occuring in the mind while sleeping""",,"""Event occurring in the mind while sleeping""",,
1634878559,6084,Q6084$DCA810F5-FAA8-4C86-A1FC-AECFC347B656,1113,,number of episodes,"""+286""",,"""+300""",,
1636326507,9819,description,-2,,description,"""Dutch municipality in North Brabant""",,"""former Dutch municipality in North Brabant""",,
1639389033,27293,description,-2,,description,"""Westernmost subregion of the continent of Asia""",,"""westernmost subregion of the continent of Asia""",,
1640398159,25420,description,-2,,description,"""family of insects""",,"""family of beetles""",,
1641326171,7091,Q7091$dff99932-4750-ce70-802f-e909a2c4659b,1343,,described by source,"""Q234535""",Great Soviet Encyclopedia,"""Q17378135""",Great Soviet Encyclopedia (1969–1978),
1641751030,3154,label,-1,,label,"""Gyanvapi Mandir""",,"""Gyanvapi Shiv Mandir""",,
1643617535,13205,Q13205$b753ef12-440e-ead2-771c-84816dc393b2,366,,has use,"""Q4256984""",,"""Q2310214""",pitch,
1644574863,34408,description,-2,,description,"""father of Islamic prophet Muhammad""",,"""Father of the Islamic prophet Muhammad (c. 548-570)""",,
1644938153,792,Q792$674174b4-ee15-43ed-8652-6739ccee69a4,910,,topic's main category,"""Q106850004""",,"""Q7130825""",Category:El Salvador,
1651349588,28219,description,-2,,description,"""2012-2013 Japanese anime television series directed by Tsutomu Mizushima""",,"""Japanese anime television series""",,
1653927698,6250,description,-2,,description,"""Territory in North and West Africa""",,"""territory in North and West Africa""",,
1656554850,2175,Q2175$FA8FA068-D54F-4CDC-987D-34824A291209,2013,,Facebook username,"""profile.php?id=100068410654643""",,"""100068410654643""",,
1658285556,1724,Q1724$1c6cc4a3-4caf-6b23-072c-c6035b580bc2,2388,,position held by head of the organization,"""Q11902879""",Lord Mayor,"""Q109862464""",lord mayor,
1661631268,11663,Q11663$9e7ea78a-44ea-d68c-8207-bb39861d799b,279,,subclass of,"""Q58928516""",meteorological concept,"""Q16332653""",meteorological phenomenon,
1661755084,8119,description,-2,,description,"""regency in South Sumatra, Indonesia""",,"""regency in South Sumatra Province, Indonesia""",,
1661755333,8164,description,-2,,description,"""regency in Bangka Belitung Islands, Indonesia""",,"""regency in Bangka Belitung Islands Province, Indonesia""",,
1661755671,11013,description,-2,,description,"""regency in Central Java, Indonesia""",,"""regency in Central Java Province, Indonesia""",,
1661757224,15357,description,-2,,description,"""regency in Southeast Sulawesi, Indonesia""",,"""regency in Southeast Sulawesi Province, Indonesia""",,
1664850599,15378,label,-1,,label,"""Baubau""",,"""Bau Bau""",,
1665121350,43,description,-2,,description,"""sovereign state spanning in Europe and Asia""",,"""sovereign state spanning Europe and Asia""",,
1667318035,31643,label,-1,,label,""".gov""",,"""gov""",,
1668966774,23140,Q23140$5ac66928-4555-116c-d034-40adf3b013a5,163,,flag,"""Q929804""",,"""Q48804387""",flag of Warwickshire,
1670044488,34647,description,-2,,description,"""city in South Africa""",,"""largest city in South Africa""",,
1671972264,33151,Q33151$E86B65C5-4C31-4FEB-AACA-EE3E0DB7170F,1705,,native label,"""Bahasa Banjar""",,"""Basa Banjar""",,
1674074578,14394,description,-2,,description,"""6th letter in the Greek alphabet""",,"""sixth letter of the Greek alphabet""",,
1675931343,19682,Q19682$93621DF9-20F0-4DAB-BA67-A813E270F2C2,18,,image,"""Old.severn.bridge.800pix.jpg""",,"""SevernFromCastleCB.JPG""",,
1676235429,6279,description,-2,,description,"""46th president of the United States since 2021""",,"""President of the United States since 2021""",,
1681251777,9200,description,-2,,description,"""early Christian apostle and missionary (c. AD 5 - c. AD 64/67)""",,"""Early Christian apostle and missionary (c. AD 5 – c. 64/65)""",,
1681482397,33968,description,-2,,description,"""Eastern Iranian language""",,"""Eastern Iranian language of Ossetia, in the Caucasus""",,
1683711424,42096,description,-2,,description,"""a city in South Gyeongsang Province, South Korea""",,"""city in South Gyeongsang Province, South Korea""",,
1685725054,32930,description,-2,,description,"""mutually intelligible Bantu dialects of a Luhya language spoken by the Bukusu, Kabras, and Tachoni tribes of the Luhya people of western Kenya""",,"""Dialect of the Masaba language""",,
1691646171,28179,Q28179$c7622eaf-408f-01a3-6243-d8451dff72cc,1424,,topic's main template,"""Q22822450""",,"""Q17116774""",Template:Joseon dynasty,
1693678458,8078,description,-2,,description,"""study of inference and demonstration""",,"""Study of correct reasoning""",,
1694002035,782,description,-2,,description,"""state of the United States of America, located on an archipelago in the Pacific Ocean""",,"""U.S. state""",,
1695414285,2343,description,-2,,description,"""Day of the year""",,"""day of the year""",,
1696994470,5715,q5715$70A341D0-59CD-4C61-BAD9-DF0AD3A43E69,18,,image,"""GD-EG-Memphis009.JPG""",,"""Memphis, Ramses II, Ancient Egypt.jpg""",,
1699411750,3803,Q3803$fac0f9aa-419e-f32a-769a-668d94ee83ad,361,,part of,"""Q208643""",Malay Archipelago,"""Q113276545""",Malayo-Indonesian Archipelago,
1705457008,24706,description,-2,,description,"""first of the two elements (second being a number) that identify years in the Japanese era calendar scheme""",,"""First of two elements that identify years in the Japanese era calendar""",,
1711217531,3783,description,-2,,description,"""longest river in South America""",,"""river in South America""",,
1711268953,41142,Q41142$b1c709e3-4b37-a673-13e9-2c184d4d808e,9102,,CineFanRo person ID,"""2662""",,"""2662-jane-fonda""",,
1714474375,41514,label,-1,,label,"""Mstislav I Harald of Kiev""",,"""Mstislav I Harald of Kyiv""",,
1720726234,10087,Q10087$0b922221-4e03-1192-2f5d-fcfb3e5ceace,31,,instance of,"""Q273057""",discography,"""Q104635718""",Wikimedia artist discography,
1730390083,657,Q657$b770cb98-4d0a-e763-36e5-0748728d3af2,1081,,Human Development Index,"""+0.382""",,"""+0.372""",,
1742187718,31074,description,-2,,description,"""Egyptian governorate""",,"""Governorate of Egypt""",,
1745300071,2311,Q2311$3BA360D1-C8EB-4D5C-A790-17E5AC9FB02C,414,,stock exchange,"""Q842108""",Euronext,"""Q2385849""",Euronext Paris,
1752240795,3593,description,-2,,description,"""moshav in central Israel""",,"""moshav in Jerusalem District, central Israel""",,
1752274682,3004,Q3004$a22c4245-4664-1731-3ee8-881e8b15796a,571,,inception,"""+1200-01-01T00:00:00Z""",,"""+1200-00-00T00:00:00Z""",,
1754264962,560,description,-2,,description,"""chemical element with symbol He and atomic number 2""",,"""chemical element with symbol He and atomic number 2; rare gas""",,
1756857427,10957,Q10957$79914ab5-448d-a0f9-637b-b1f222d76d32,856,,official website,"""http://www.festival-lumiere.org/""",,"""https://www.festival-lumiere.org/""",,
1758682745,14938,Q14938$de47b13f-4bc4-f0ab-3fb5-eb072e58df1f,41,,flag image,"""DEU Bernburg (Saale) Banner.svg""",,"""DEU Bernburg (Saale) Banner 2.svg""",,
1762348549,7026,Q7026$438104e9-4b97-47a4-9f8d-75a841d2ecd9,2341,,indigenous to,"""Q166282""",Alghero,"""Q15579""",Franja del Ponent,
1775459641,144,Q144$4F1140AF-855F-4FD3-9F25-B2E32554662C,1552,,has characteristic,"""Q41534""",starch,"""Q115298800""",starch digestion ability,
1775760817,39691,Q39691$09B46B01-3AC9-45CF-84D4-0588ED847CC1,1196,,manner of death,"""Q129279""",dysentery,"""Q3739104""",natural causes,
1781547507,5669,Q5669$22629c75-e6cf-4664-ba33-cd71d85870ad,6379,,has works in the collection,"""Q1257947""",Hospital of Innocents,"""Q55373729""",Museo degli Innocenti,
1784608625,12164,Q12164$5DC4C1FB-B05C-4C08-8CD9-5D8DE09E505C,1383,,contains settlement,"""Q5840341""",,"""Q5801469""",Dehesas,
1784821257,10368,Q10368$4CB885B5-62D7-460A-B15E-8D19289C77BF,856,,official website,"""http://www.cirebonkab.go.id/""",,"""https://www.cirebonkab.go.id/""",,
1784922962,37907,Q37907$E4EB118D-B554-4A4F-B805-884CF08F958A,856,,official website,"""http://www.dns.pl""",,"""https://www.dns.pl/""",,
1790747416,1405,Q1405$71158dd4-4083-e55d-fe37-84bb704aa050,1477,,birth name,"""C. Octavius C.f. Caepias""",,"""C. Octavius C.f.""",,
1791734210,8608,Q8608$b635b0f5-41a3-db05-2580-9b48227da3d9,36,,capital,"""Q559341""",Altenkirchen,"""Q488373""",Altenkirchen,
1791801595,27749,description,-2,,description,"""peat moss""",,"""species of peat moss""",,
1804136192,28425,Q28425$E0F48DD2-F047-4169-9EF4-36A588B94437,1843,,taxon common name,"""esperteyín""",,"""esperteyos""",,
1804825800,29995,Q29995$960EDB48-916F-4131-834B-DC44B3556ECC,1843,,taxon common name,"""European River Otter""",,"""European river otter""",,
1810052556,12935,q12935$B56E08DB-A29D-4AE7-A3ED-0AB1BB4DF3AD,20,,place of death,"""Q18276998""",La Varenne-Saint-Hilaire,"""Q193313""",Saint-Maur-des-Fossés,
1813832597,20937,label,-1,,label,"""Gyeonggi Province""",,"""Gyeonggi""",,
1818555572,19789,Q19789$5502F043-B057-412B-A46D-CD4D419FBC4E,281,,postal code,"""AL7, AL8""",,"""AL7""",,
1820404507,28993,Q28993$6d0846f8-0937-48a4-9ab1-ebfd09596446,495,,country of origin,"""Q30""",United States,"""Q423""",North Korea,
1823557388,20557,description,-2,,description,"""German lyricist , artist and cartoonist""",,"""German song lyricist, artist and cartoonist""",,
1827514972,24354,label,-1,,label,"""theater""",,"""theatre""",,
1835245387,26066,label,-1,,label,"""Junkers Ju 52/3m""",,"""Junkers Ju 52""",,
1841439676,242,Q242$6EB5C200-F396-4128-8D83-7E68AA1C0F24,11593,,Inequality-adjusted Human Development Index,"""+0.55""",,"""+0.550""",,
1841566772,796,Q796$152955D3-C7DD-47AC-8776-FA328C44DCDB,11593,,Inequality-adjusted Human Development Index,"""+0.54""",,"""+0.540""",,
1849124959,38982,description,-2,,description,"""type of orbit""",,"""type of orbit around an astronomical body""",,
1851085385,33014,Q33014$421bd247-4795-f500-6097-e532d12b2070,1705,,native label,"""bahasa Betawi""",,"""basa Betawi""",,
1851438357,3795,Q3795$E0DD1489-7C33-4703-AAE8-FE3FA1877098,1705,,native label,"""Kalimantan Kulon""",,"""Kalimantan""",,
1860935400,18864,label,-1,,label,"""Bar-Tailed Godwit""",,"""Bar-tailed Godwit""",,
1870917624,13036,Q13036$900d1eed-a9d4-4d43-94da-30027533764c,373,,Commons category,"""El Bosque (Chile)""",,"""El Bosque, Chile""",,
1875239307,41585,Q41585$10aa0800-bece-4cb7-bd33-e04261b1ee33,185,,doctoral student,"""Q102156206""",,"""Q94918917""",William D. Cairns,
1876735242,15076,q15076$C7206E23-5E27-428A-A760-950BFD676D97,131,,located in the administrative territorial entity,"""Q201237""",Cautín Province,"""Q21494119""",Frid,
1877089146,1769,Q1769$C9266D34-83A1-47D2-811A-7EF5E5BD0A44,19,,place of birth,"""Q675858""",Arqa,"""Q2637191""",Tell Arqa,
1885285287,12091,Q12091$47586b1f-4300-aa45-f042-c21560b23bac,1559,,name in native language,"""Jean Henri Dunan""",,"""Jean Henri Dunant""",,
1888279645,960,label,-1,,label,"""Tuva Republic""",,"""Tuva""",,
1890745357,1085,Q1085$15b3c9fc-44e8-0861-2574-dad966effe64,281,,postal code,"""252 28""",,"""252 28""",,
1891303651,1503,Q1503$bc273568-4530-18bc-638e-7cbca6d508ca,166,,award received,"""Q93956""",Order of the Aztec Eagle,"""Q42313160""",Collar of the Order of the Aztec Eagle,
1893644040,12861,Q12861$7FBD84A7-9C53-4FDB-BFA9-BA17A85E3D92,18,,image,"""Дымный порох (Россия).JPG""",,"""2023 Czarny proch Vesuvit LC (3).jpg""",,
1898864572,39618,Q39618$5B0C0540-7482-4B24-A22E-597393C7A612,856,,official website,"""http://aparan.am/Pages/Home/Default.aspx""",,"""https://ապարան.հայ""",,
1900071260,23345,Q23345$AA5BFFD3-190E-4ED2-AF44-D07131DBEC3D,264,,record label,"""Q203059""",Virgin Records,"""Q50133002""",Virgin,
1902176002,971,Q971$F2966982-AE39-473E-AEF2-623CBF59A810,3864,,suicide rate,"""+10.0""",,"""+10""",,
1902348095,23051,Q23051$B24505EF-A7DC-46A7-9D20-0FC883DB56AA,856,,official website,"""http://www.swansea.gov.uk/""",,"""https://www.abertawe.gov.uk/""",,
1902769174,14615,Q14615$673EAFAA-00A5-4869-85D3-A20D92433692,856,,official website,"""http://www.pinrangkab.go.id/""",,"""https://www.pinrangkab.go.id/""",,
1904926549,11135,description,-2,,description,"""numerical label used to identify a network interface in an IP network""",,"""numerical label used to identify a network interface on an IP network""",,
1906225219,25079,description,-2,,description,"""political party at European level""",,"""European political party""",,
1911066947,14216,description,-2,,description,"""star in the equatorial constellation of Orion""",,"""star in the constellation Orion""",,
1913811843,25161,Q25161$C00D4819-4925-4792-9C1F-B969A605602F,19,,place of birth,"""Q10690""",Cardiff,"""Q1801934""",Landaff,
1913814470,2845,Q2845$021FD8DB-EAC1-4B99-9F0C-24C2AAD62807,6262,,Fandom article ID,"""gta:Drugs#Heroin""",,"""gta:Drugs#Marijuana""",,
1916441888,380,Q380$59F44AE2-DAD4-42E4-A5E1-F703FF2BCFF5,154,,logo image,"""Meta Platforms Inc. logo.svg""",,"""Facebook, Inc. Logo 2019.svg""",,
1918027871,14499,Q14499$105e3239-4c20-7144-35fd-9d3b6d3f695b,1313,,office held by head of government,"""Q30185""",mayor,"""Q12479952""",Mayor of Samarinda,
1921028574,27801,Q27801$66407d97-4b9a-6bd9-4087-908347093afb,910,,topic's main category,"""Q9513212""",,"""Q6144234""",Category:Essays,
1923910885,908,Q908$429fad2e-492d-9ee8-cdb9-7569ead383c5,8313,,Lex ID,"""Rostov""",,"""Rostov-na-Donu""",,
1924932819,312,Q312$bd2eea8d-4741-6baa-27e7-852b2cf8ac11,856,,official website,"""https://www.apple.com/lae/""",,"""https://apple.com/lae/""",,
1925174799,34174,description,-2,,description,"""Berber language""",,"""Zenati Berber language of northern Morocco""",,
1925201797,28189,Q28189$0e90ac49-4fd2-d8fd-5228-d01a4ddba863,1559,,name in native language,"""عبدالسلام""",,"""عبد السلام""",,
1926429524,13116,Q13116$e20241ca-475a-e17d-ff42-d2708f5437ff,31,,instance of,"""Q1140229""",political union,"""Q120121699""",political economic union,
1928491456,15228,description,-2,,description,"""1954–1955 fantasy novel by J. R. R. Tolkien""",,"""1954-1955 fantasy novel by J. R. R. Tolkien""",,
1931153027,6002,Q6002$3858ada5-4484-96c5-57c1-2dd9077d8d7a,856,,official website,"""https://unitedrugby.com""",,"""https://www.unitedrugby.com/""",,
1941471299,647,description,-2,,description,"""city in Freance""",,"""city in France""",,
1941910135,42602,q42602$9846DA28-E6A6-4299-BFBA-02A1F1CE2A31,18,,image,"""Jaguarundi-s.jpg""",,"""Felinae diversity 2.jpg""",,
1943533232,14160,label,-1,,label,"""Kubu Raya""",,"""Kubu Raya Regency""",,
1943537742,15815,label,-1,,label,"""Morowali""",,"""Morowali Regency""",,
1943543609,19144,label,-1,,label,"""Central Halmahera""",,"""Central Halmahera Regency""",,
1945201995,428,Q428$7e73ce91-4603-e07a-535f-0916054cb6e3,828,,has cause,"""Q192906""",revelation,"""Q17032468""",waḥy,
1947377047,2807,description,-2,,description,"""Municipality and capital of Spain""",,"""municipality and capital of Spain""",,
1953810547,36835,description,-2,,description,"""language""",,"""Extinct East Germanic language""",,
1955546412,29316,Q29316$a6f2f30a-4d30-ff47-2c38-724d286978ea,1705,,native label,"""imba rãmãneascã""",,"""limba rãmãneascã""",,
1958029658,10585,Q10585$c3a93160-43db-219c-544b-0e34ff3e1399,54,,member of sports team,"""Q18529""",Wrexham A.F.C.,"""Q2714""",Watford F.C.,
1958786116,26304,Q26304$0BAFEC5E-9610-4E59-9E7F-2FB10465D3F5,18,,image,"""Lenny 11-17-1999 1815Z.png""",,"""Lenny 1999-11-17 1815Z.png""",,
1963315179,1720,description,-2,,description,"""capital of the German state of Rhineland-Palatinate, Germany""",,"""capital of the federal state Rhineland-Palatinate, Germany""",,
1967268038,25375,Q25375$51e7e66a-4c21-23a5-b3bc-e4d85e489954,2579,,studied by,"""Q11796191""",,"""Q4331782""",odonatology,
1968528163,5914,description,-2,,description,"""regency in North Sumatra Province, Indonesia""",,"""regency of Indonesia, on the island of Sumatra""",,
1971682016,767,Q767$1a21e287-4ccb-ac94-b789-6239c8c62b21,1695,,NLP ID,"""A11807131""",,"""a0000001180713""",,
1971684574,4731,Q4731$79483aac-54dc-4f1a-ac7f-c6399a9ba05c,1695,,NLP ID,"""A21775436""",,"""a0000002177543""",,
1971685378,6197,Q6197$34f06474-4b95-4368-690f-df517e1e6fdf,1695,,NLP ID,"""A11793144""",,"""a0000001179314""",,
1971687697,11335,Q11335$586fad9a-bdf5-41da-abd4-00f072bdc290,1695,,NLP ID,"""A18036843""",,"""a0000001803684""",,
1971689190,15001,Q15001$7a6a9bf8-a5ca-440c-8d64-25f5d068d038,1695,,NLP ID,"""A11845661""",,"""a0000001184566""",,
1971692029,25672,Q25672$4834eae1-182e-4934-b922-89abc9ede0ab,1695,,NLP ID,"""A12678594""",,"""a0000001267859""",,
1971692883,28630,Q28630$636194f7-4759-07ed-594c-1eb8ef5335cf,1695,,NLP ID,"""A27020496""",,"""a0000002702049""",,
1971697763,42013,Q42013$a2e36586-6858-415f-9010-ad75fbf1d7ce,1695,,NLP ID,"""A12095825""",,"""a0000001209582""",,
1974221132,7294,q7294$B7F36BF5-459D-4BCF-B5BE-535CEDB8AF92,18,,image,"""Johannes Brahms by Luckhardt c1885.png""",,"""JohannesBrahms.jpg""",,
1975997793,8828,description,-2,,description,"""Island in the Mediterranean Sea""",,"""island in the Mediterranean Sea""",,
1979807789,39722,Q39722$0d403208-6d71-4473-9f5d-082373067c06,444,,review score,"""82%""",,"""79%""",,
1980625538,22611,description,-2,,description,"""German teacher (1879-1951)""",,"""German homeland poet and teacher (1879-1951)""",,
1984242168,11544,Q11544$2D7B160F-E516-416E-B289-34C9A27928D2,793,,significant event,"""Q83478504""",,"""Q25488743""",naming,
1987619884,33186,Q33186$E3F89C94-B942-483A-8166-5CC3578DC7C9,625,,coordinate location,"{""latitude"": 44.13823055555556, ""longitude"": 18.238769444444443}",,"{""latitude"": 44.13718, ""longitude"": 18.23866}",,
1993076848,41350,Q41350$C8CC096D-7952-49B4-952C-47D891B2447E,1813,,short name,"""C. paradisis""",,"""C. paradisi""",,
1993381566,33658,description,-2,,description,"""Salish Native American language or dialect continuum""",,"""Coast Salish Native American language or dialect continuum""",,
1993905463,9630,description,-2,,description,"""political party in the United Kingdom""",,"""British political party""",,
1994816816,9192,label,-1,,label,"""Mandarin Chinese""",,"""Mandarin""",,
2004529966,36348,description,-2,,description,"""a series of images, thoughts, and emotions, often with a story-like quality, generated by mental activity during sleep; the state in which this occurs""",,"""series of images, thoughts, and emotions, often with a story-like quality, generated by mental activity during sleep; the state in which this occurs""",,
2016151027,25432,Q25432$7378268B-A27B-498B-B6ED-0E2BE0CC38BF,1843,,taxon common name,"""faisà comú""",,"""Faisà comú""",,
2016546718,4525,Q4525$1b6a1ace-4bea-c7aa-c87d-687377a7dbf3,2437,,number of seasons,"""+21""",,"""+20""",,
