revision_id,entity_id,entity_label,value_id,change_target,property_id,property_label,old_value,old_value_label,new_value,new_value_label,datatype,action,target,main_entity_type,latest_description,new_value_description,old_value_description,label,subclass_of_main_entity
2098273529,60215,Bernhardus Varenius,Q60215$91CECDCB-A89E-4034-9DDC-00C53790CA0F,,570,date of death,"""+1650-01-01T00:00:00Z""",,"""+1653-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German geographer""",,,"re_formatting, property_value_update",
1122589561,60386,Christina of Saxony,Q60386$6F4952F1-D738-4057-A561-87C11FECEDDC,,570,date of death,"""+1521-01-01T00:00:00Z""",,"""+1521-12-08T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Saxon princess who became Queen consort of Denmark, Norway, and Sweden""",,,refinement,
309587605,68880,Arminius,Q68880$29CB45E2-1FBD-414D-B283-DB003D18531F,,570,date of death,"""+19-01-01T00:00:00Z""",,"""+21-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""1st century chieftain of the Germanic Cherusci tribe, defeated the Romans in 9 AD""",,,property_value_update,
244967322,72245,Thomas Bach,Q72245$8CB1561E-8D30-4CCC-99D7-36D8164CA5DC,,569,date of birth,"""+1953-12-23T00:00:00Z""",,"""+1953-12-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German fencer, lawyer and sports official; 9th president of the International Olympic Committee since 2013""",,,property_value_update,
866993792,69785,"Ernest Frederick, Margrave of Baden-Durlach",Q69785$3308F54D-7A07-49D6-925A-9626015750F7,,569,date of birth,"""+1560-01-01T00:00:00Z""",,"""+1560-10-17T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Margrave of Baden-Durlach""",,,property_value_update,
709850240,91275,Heiner Monheim,Q91275$E0035833-D86A-4DF2-970C-5BD9E0397AF7,,569,date of birth,"""+1946-01-01T00:00:00Z""",,"""+1946-05-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German geographer and scientist""",,,refinement,
1383300233,95557,Johann Pistorius the Elder,Q95557$24F8D63E-3D91-443E-BF7E-F527F045F41B,,569,date of birth,"""+1503-01-01T00:00:00Z""",,"""+1504-01-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German theologian""",,,"unrefinement, property_value_update",
694841941,78454,William the Silent,q78454$DECD6225-BE30-4FC7-9675-5E4F0BCE5095,,569,date of birth,"""+1533-04-24T00:00:00Z""",,"""+2003-04-24T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Dutch statesman and revolt leader (1533–1584)""",,,property_value_update,
297508260,80764,Mihrimah Sultan,Q80764$8382748C-27D3-44C6-B827-1707F6B5C77D,,569,date of birth,"""+1985-03-14T00:00:00Z""",,"""+1522-03-21T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Ottoman princess, daughter of Suleiman the Magnificent and Hürrem Sultan""",,,property_value_update,
141103280,99925,Marie Theres Fögen,Q99925$0BD02319-A9D9-4A15-A30A-C04884293038,,569,date of birth,"""+1046-10-10T00:00:00Z""",,"""+1946-10-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German historian (1946–2008)""",,,property_value_update,
1133831574,171291,Ötzi,Q171291$E0DAA25C-4143-4925-8879-04FEE7A343FA,,570,date of death,"""-3300-00-00T00:00:00Z""",,"""-3255-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""well-preserved natural prehistoric mummy""",,,property_value_update,
708376175,85647,Otto M. Schwarz,Q85647$CB58F47C-7BD5-4D4C-A451-18A1F76511BD,,569,date of birth,"""+1967-01-01T00:00:00Z""",,"""+1967-10-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Austrian trumpeter, composer, conductor and musicologist""",,,refinement,
1171460587,88129,Christian Casimir Brittinger,Q88129$1BB91005-0FB6-4F50-9B1D-07BF87459EB7,,570,date of death,"""+1869-01-01T00:00:00Z""",,"""+1869-01-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""German entomologist and ornithologist (1795-1869)""",,,refinement,
418255847,82457,William Wallace,q82457$CC4BBB9B-E757-4A5E-9BB1-A721E13F1714,,569,date of birth,"""+1305-04-03T00:00:00Z""",,"""+1270-04-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Scottish knight and leading figure in the First War of Scottish Independence""",,,property_value_update,
134977902,86769,Leonhard Thurneysser,Q86769$B29D05AC-132B-4CF4-B847-083C8C0982FD,,569,date of birth,"""+1931-07-22T00:00:00Z""",,"""+1531-07-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""scholar and quack at the court of John George, Elector of Brandenburg""",,,property_value_update,
2284413356,93894,ASRock,Q93894$BDEC011C-28EC-46BE-8A82-9E0336F7833B,,571,inception,"""+2002-01-01T00:00:00Z""",,"""+2002-05-10T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"brand, business, enterprise, technology company","""Taiwanese electronics manufacturer""",,,refinement,
1160456544,93928,Valorugby Emilia,Q93928$0FCF51EC-CBF6-4372-B19C-1FCA8B800BF4,,571,inception,"""+1970-00-00T00:00:00Z""",,"""+1946-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,rugby union club,"""Italian rugby union team from Reggio Emilia""",,,property_value_update,
1143217045,145881,Juan Ponce Enrile,Q145881$A109805C-4C64-44B6-8C39-AF5F85518B92,,569,date of birth,"""+1924-02-14T00:00:00Z""",,"""-4000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""President of the Senate of the Philippines from 2008 to 2013""",,,property_value_update,
2297762987,123561,Anna Göldi,Q123561$FD81A94F-EA8C-4E97-B099-25034862F94B,,570,date of death,"""+1782-06-13T00:00:00Z""",,"""+1783-06-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""last European to be executed for witchcraft""",,,property_value_update,
1606735778,127362,Chief Keef,Q127362$04FB20D1-6657-4880-8C57-DC126241EC75,,569,date of birth,"""+2001-04-07T00:00:00Z""",,"""+1701-04-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American rapper and record producer (born 1995)""",,,property_value_update,
1989200167,117841,Marcus Gavius Apicius,Q117841$60197bc4-45c0-2d31-d03c-97552444c3f6,,569,date of birth,"""-25-00-00T00:00:00Z""",,"""+24-07-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""1st century BC Roman aristocrat and gourmet""",,,property_value_update,
2291225105,129090,Silvestro Aldobrandini,Q129090$2291797E-5D1C-400B-B3D7-D289C0074F2C,,569,date of birth,"""+1499-01-01T00:00:00Z""",,"""+1499-11-24T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Italian jurist and politician (1499-1558)""",,,refinement,
425487134,122658,Vasiliy Rakov,Q122658$1E5B524F-BA3A-44AD-8968-F5A112444DC9,,569,date of birth,"""+1909-02-08T00:00:00Z""",,"""+1909-01-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Soviet aviator (1909–1996)""",,,property_value_update,
51972757,130252,Belastok Region,q130252$138c5569-4a0a-09fa-bbc2-519a2aa62c23,,576,"dissolved, abolished or demolished date","""+1944-01-01T00:00:00Z""",,"""+1944-09-20T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,oblast of a union republic of the Soviet Union,"""defunct administrative division of Belarus""",,,refinement,
657178313,127998,Mahmoud Abbas,q127998$258A5A39-0348-472B-9FA4-4E9583A7E69C,,569,date of birth,"""+1935-03-26T00:00:00Z""",,"""+1935-11-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""president of the Palestinian Authority since 2005""",,,property_value_update,
1384750886,134102,Organisation internationale de la Francophonie,Q134102$09f0c1cd-4fbf-12df-cb8d-40b791f050de,,571,inception,"""+1970-00-00T00:00:00Z""",,"""+1950-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,intergovernmental organization,"""international organization of French-speaking governments""",,,property_value_update,
798092314,132189,Saint-Marc,Q132189$423B63D5-F0B6-4CAD-B708-5DFC6BE924D8,,571,inception,"""+1924-00-00T00:00:00Z""",,"""+1716-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"big city, city, commune of Haiti","""coastal port town the Artibonite Department, Haiti""",,,property_value_update,
349524914,132682,Modest Petrovich Mussorgsky,q132682$8DBAE240-F810-4C72-9536-B037F297F158,,569,date of birth,"""+1839-03-09T00:00:00Z""",,"""+1839-03-21T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian composer (1839–1881)""",,,property_value_update,
84068535,130805,George I of Great Britain,q130805$DF8BD6C9-D1BF-439C-9494-B1666736FB2E,,569,date of birth,"""+1660-05-28T00:00:00Z""",,"""+1660-06-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""King of Great Britain and Ireland (r. 1714–27), Elector of Hanover (r. 1698–1727)""",,,property_value_update,
1941920913,142999,Eusebius of Caesarea,Q142999$6170ec56-4365-ff9a-5d86-23e0daedc697,,570,date of death,"""+339-05-30T00:00:00Z""",,"""+340-05-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Greek Christian scholar, c.260-c.340""",,,property_value_update,
1176719167,151952,Venus de Milo,Q151952$1ee4dc2c-4be6-afb7-8458-edaaaecbc31a,,571,inception,"""+1800-00-00T00:00:00Z""",,"""-135-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"archaeological artefact, statue","""Ancient Greek marble statue of a woman""",,,property_value_update,
226508023,160538,Gian Lorenzo Bernini,q160538$527264AC-2F26-4D4A-B0A1-68E8EE3612F2,,569,date of birth,"""+1598-12-07T00:00:00Z""",,"""+2069-12-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Italian sculptor and architect (1598–1680)""",,,property_value_update,
653228888,185743,Ann Mari Falk,Q185743$E89C5CC0-A7F8-4A2F-9181-0FC749C2DDDB,,570,date of death,"""+1988-01-01T00:00:00Z""",,"""+1988-06-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Swedish translator and writer (1916-1988)""",,,refinement,
149446970,153862,Capital Execution,Q153862$59359be5-4ada-729b-9a25-caf922533f0b,,577,publication date,"""+1093-01-01T00:00:00Z""",,"""+1903-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,short film,"""1903 film directed by Peter Elfelt""",,,property_value_update,
463070831,219839,Zona Zamfirova,Q219839$2C4DF525-5F18-451D-B74E-26DC070D87BA,,577,publication date,"""+2002-01-01T00:00:00Z""",,"""+2002-10-31T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,"""2002 film directed by Zdravko Šotra""",,,refinement,
693154378,15027,Tung Chee Hwa,Q15027$65fd6646-4b42-354c-2d21-82fae9cb6caa,,569,date of birth,"""+1937-05-29T00:00:00Z""",,"""+1937-07-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""politician and businessman from Hong Kong""",,,property_value_update,
1756391765,138579,Institute of the Brothers of the Christian Schools,Q138579$01AE644E-612C-460B-9ECB-C89CAD7AB7C9,,571,inception,"""+1680-00-00T00:00:00Z""",,"""+1688-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"Catholic religious institute, organization","""Roman Catholic religious teaching congregation""",,,property_value_update,
376425920,155163,Alien vs. Predator,Q155163$2CA172F5-8779-4A4C-8127-99412F892D1D,,577,publication date,"""+2004-08-12T00:00:00Z""",,"""+2004-08-13T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,film,"""2004 film directed by Paul W. S. Anderson""",,,property_value_update,
1002433209,153565,Kirovo-Chepetsk,Q153565$0D6336DC-2153-4C74-A754-1D9866F6647D,,571,inception,"""+1935-01-01T00:00:00Z""",,"""+1510-12-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"administrative divisions of Russia, city or town","""town in Kirov Oblast, Russia""",,,property_value_update,
532639843,154137,8.8 cm Flak 18/36/37/41,Q154137$4C7729BA-97A0-4E92-A91B-03A745A47DA8,,729,service entry,"""+1936-01-01T00:00:00Z""",,"""+1932-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"anti-aircraft gun, artillery model","""anti-aircraft warfare""",,,re_formatting,
1016498131,155407,Jean-Michel Basquiat,q155407$B788643A-4E9D-4740-8C5C-112660815BD4,,569,date of birth,"""-1000-00-00T00:00:00Z""",,"""+1960-12-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American artist (1960–1988)""",,,property_value_update,
1528035251,160783,Michel Tournier,Q160783$4EB0F008-A860-46C1-B1F5-E90ABAD53D72,,569,date of birth,"""+1924-12-18T00:00:00Z""",,"""+4052-02-15T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""French writer (1924–2016)""",,,property_value_update,
1750471853,188962,James Naismith,q188962$A197FAF4-7734-4CFB-8722-1E3E91DA6EFB,,569,date of birth,"""+1860-11-06T00:00:00Z""",,"""+1861-11-06T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Canadian-American coach; inventor of basketball""",,,property_value_update,
2032684004,194824,Roman Catholic Archdiocese of L'Aquila,Q194824$48CCE624-34EE-4787-832E-F66B70B1A957,,571,inception,"""+1201-01-01T00:00:00Z""",,"""+1876-01-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Roman Catholic metropolitan archdiocese,"""Catholic archdiocese in Italy""",,,property_value_update,
2096742282,166619,National Assembly of Artsakh,Q166619$8a2739db-4d05-9c70-214e-928732525be1,,576,"dissolved, abolished or demolished date","""+2023-00-00T00:00:00Z""",,"""+2024-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,unicameral legislature,"""defunct national legislature of the former breakaway Republic of Artsakh (Nagorno-Karabakh)""",,,"refinement, property_value_update",
104399540,178903,Alexander Hamilton,q178903$6214491A-D45E-4830-87EA-669F26F9AE93,,569,date of birth,"""+2001-01-02T00:00:00Z""",,"""+1755-01-11T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American Founding Father and statesman (1755/1757–1804)""",,,property_value_update,
2047701763,174550,Achille Lemot,Q174550$19B8FFD2-EE76-413C-97BF-42D461E9E71C,,570,date of death,"""+1909-09-20T00:00:00Z""",,"""+1909-09-19T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""French caricaturist (1846-1909)""",,,property_value_update,
1301322097,173240,Proposta per les Illes,Q173240$8FF0F4DD-7385-444E-9167-E647DFAFE617,,571,inception,"""+2012-11-02T00:00:00Z""",,"""+2012-12-14T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,political party,"""political party""",,,property_value_update,
1112541209,177262,Mozambique Ports and Railways,Q177262$59584244-8D7E-4A94-B033-13EDA854000A,,571,inception,"""+1975-06-25T00:00:00Z""",,"""+1931-08-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"railway company, state-owned enterprise","""railway system of Mozambique and its connected ports""",,,property_value_update,
1820532334,183202,Teatro Regio,Q183202$bcf001cb-43fa-6bfb-d9a8-728c83b1c730,,1619,date of official opening,"""+1973-04-10T00:00:00Z""",,"""+1740-12-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,opera house,"""theater in Turin, Italy""",,,property_value_update,
2178116538,177494,Diocese of Aalborg,Q177494$a73c382a-4a68-9e3e-3b52-a5c33c78f036,,571,inception,"""+1536-00-00T00:00:00Z""",,"""+1554-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,Diocese of the Evangelical Lutheran Church of Denmark,"""diocese of the Church of Denmark""",,,property_value_update,
1312955820,207447,Jean-Baptiste-Siméon Chardin,q207447$E2B8A144-486D-47CC-BB2F-DC3733D50BF7,,569,date of birth,"""+1699-11-02T00:00:00Z""",,"""+1000-11-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""painter from France (1699-1779)""",,,property_value_update,
2014773368,213633,Deborah,Q213633$de6446cf-452e-f9b4-69e5-9f9a2811013d,,569,date of birth,"""+3333-00-00T00:00:00Z""",,"""-1204-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,"""Fourth judge of Israel""",,,property_value_update,
493002822,19308,Hitman,Q19308$A0F5B466-6FCA-4E5B-91A3-DD0A7106C4B0,,577,publication date,"""+2002-01-01T00:00:00Z""",,"""+2000-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,video game series,"""video game series""",,,property_value_update,
66490049,178903,Alexander Hamilton,q178903$6214491A-D45E-4830-87EA-669F26F9AE93,,569,date of birth,"""+1755-01-11T00:00:00Z""",,"""+2001-01-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American Founding Father and statesman (1755/1757–1804)""",,,property_value_update,
1070761696,183713,Théophile Gautier,q183713$025C2645-3DC6-4E6A-99AC-5C8A4BEEF8FD,,569,date of birth,"""+18-09-30T00:00:00Z""",,"""+1811-08-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""French poet, dramatist, novelist, journalist, and art and literary critic""",,,property_value_update,
755814587,207738,Aleksey Brusilov,q207738$E0E96DD9-7B0A-4269-AFFE-6DD6190EA9A2,,569,date of birth,"""+1853-08-19T00:00:00Z""",,"""+1853-12-31T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Russian and Soviet military commander""",,,property_value_update,
1116513003,185255,The Wedding at Cana,Q185255$9fa81124-4dc4-c4bd-9d46-3ee18d0b39d4,,571,inception,"""+1563-00-00T00:00:00Z""",,"""+1571-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,painting,"""painting by Paolo Veronese""",,,property_value_update,
1971925711,221480,Slovak National Party,Q221480$63FD243F-2A24-4025-B87E-D9517CC25244,,571,inception,"""+1989-00-00T00:00:00Z""",,"""+1990-03-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,political party,"""Slovak political party""",,,property_value_update,
1882883248,192706,William Gilbert,q192706$DAE3A207-5350-4C55-A951-222BA412CAFC,,570,date of death,"""+1603-11-30T00:00:00Z""",,"""+1890-11-30T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""English physician, physicist and natural philosopher (1544-1603)""",,,property_value_update,
477278746,332088,Miguel Hernández,q332088$9CE043C0-EA1E-4406-B6D9-D2C3E94FAC09,,570,date of death,"""+1942-03-28T00:00:00Z""",,"""+1941-03-28T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Spanish poet (1910–1942)""",,,property_value_update,
1540047706,48514,Sesshū Tōyō,Q48514$5155D2E2-2113-42A9-ACBC-EEA22809CFD5,,570,date of death,"""+1506-08-18T00:00:00Z""",,"""+1506-08-26T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Japanese artist (1420-1506)""",,,property_value_update,
2265460780,191293,1556 Shaanxi earthquake,Q191293$de07e5dd-4829-1513-80c0-20a2a31d5b39,,585,point in time,"""+2023-01-23T00:00:00Z""",,"""+1556-01-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,earthquake,"""Magnitude 8 Earthquake (23 Janaury 1556) in Shaanxi, China; regarded as deadliest earthquake in recorded history""",,,property_value_update,
1498804857,229871,Messalina,q229871$1D21BDCD-597D-4E6F-8197-BBB6D96900BA,,569,date of birth,"""+25-00-00T00:00:00Z""",,"""+20-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Roman empress (c.AD 17/20–48); 3rd wife of Claudius""",,,property_value_update,
2160950092,191293,1556 Shaanxi earthquake,Q191293$de07e5dd-4829-1513-80c0-20a2a31d5b39,,585,point in time,"""+1556-01-23T00:00:00Z""",,"""+2023-01-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,earthquake,"""Magnitude 8 Earthquake (23 Janaury 1556) in Shaanxi, China; regarded as deadliest earthquake in recorded history""",,,property_value_update,
1313313777,193159,Russian Armed Forces,Q193159$9c735913-430d-d668-2304-9c4c568fa0c3,,571,inception,"""+1992-05-07T00:00:00Z""",,"""+1721-11-02T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,armed forces,"""military forces of the Russian Federation""",,,property_value_update,
1616792186,193159,Russian Armed Forces,Q193159$4df7e46b-460f-3609-1c0b-d55bead3cb52,,571,inception,"""+1992-05-07T00:00:00Z""",,"""+1721-10-22T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,armed forces,"""military forces of the Russian Federation""",,,property_value_update,
1179835263,194438,Sibay,Q194438$BA48A04A-1542-4476-B982-1252C38AAA88,,571,inception,"""+1913-01-01T00:00:00Z""",,"""+1925-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"administrative divisions of Russia, city or town, city/town in Russia","""city in Russia""",,,property_value_update,
1362014104,195495,Enrique Hertzog,Q195495$2446508d-4aa8-fabf-2aeb-b5f5f0cc0407,,570,date of death,"""+1980-12-18T00:00:00Z""",,"""+1981-07-31T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""President of Bolivia (1896-1980)""",,,property_value_update,
718122848,232267,Blanche of Burgundy,Q232267$F093A551-A2B1-4267-AC67-F1284E574DA3,,570,date of death,"""+1326-01-01T00:00:00Z""",,"""+1326-04-29T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Queen of France and Navarre, first wife of King Charles IV""",,,refinement,
1657179912,15998,Joseph van Crombrugghe,Q15998$3F6C1A6E-43F5-48FD-85B8-04983D88A486,,569,date of birth,"""+1770-09-22T00:00:00Z""",,"""+1770-09-23T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""lawyer and politician (1770-1842)""",,,property_value_update,
368548841,6107,Tupac Shakur,Q6107$046BD637-70F8-4511-9C14-AFDA0D7AE5AD,,570,date of death,"""+1996-09-14T00:00:00Z""",,"""+1996-09-07T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American rapper and actor (1971–1996)""",,,property_value_update,
1544463188,200031,Numa Pompilius,Q200031$FB6CBF14-27AD-48A4-BA5E-CF852A05E35E,,570,date of death,"""-673-01-01T00:00:00Z""",,"""-671-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"human, human whose existence is disputed, legendary figure","""legendary second king of Rome, succeeding Romulus""",,,re_formatting,
918766168,200188,Jimmu,q200188$7c611594-4381-e99d-4d4a-a0d3580f8b8d,,570,date of death,"""-584-02-28T00:00:00Z""",,"""-585-04-03T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"human, human whose existence is disputed, legendary hero","""legendary first emperor of Japan""",,,property_value_update,
117985474,200441,Antioch,Q200441$BF4B3E30-3E0C-4C8D-B98B-E03A61E628E8,,571,inception,"""+293-01-01T00:00:00Z""",,"""-292-01-01T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"ancient city, archaeological site, locality, location of discovery","""ancient Greek city in southern Turkey""",,,property_value_update,
2332227749,202009,Fahrenheit 451,Q202009$149c7cef-4633-ef01-d3da-0eb6b8cbcde8,,577,publication date,"""+1956-00-00T00:00:00Z""",,"""+1953-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,literary work,"""1953 novel by Ray Bradbury""",,,property_value_update,
1110489317,212085,Brook Taylor,Q212085$6C93D9C0-C4A2-4595-A289-F053976F77A5,,570,date of death,"""+1731-12-29T00:00:00Z""",,"""+2003-12-18T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""English mathematician (1685–1731)""",,,property_value_update,
1424272961,210347,World Organization of the Scout Movement,Q210347$c11cf6a6-4f52-26f0-ae4f-7f77faad3791,,571,inception,"""+200-07-00T00:00:00Z""",,"""+2000-07-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"non-governmental organization, organization, umbrella organization","""international scouting organization""",,,property_value_update,
1353526924,211411,Chrysippus of Soli,Q211411$509AB0F0-3C65-4326-AE46-443E45D08A65,,569,date of birth,"""-281-01-01T00:00:00Z""",,"""+2050-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Greek Stoic philosopher (c.279–c.206 BC)""",,,property_value_update,
1756394691,213027,Enoch,Q213027$52021d7f-46bf-b5d3-4b12-2b04416903fc,,569,date of birth,"""-3368-00-00T00:00:00Z""",,"""-3382-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,"""biblical figure, son of Jared""",,,property_value_update,
1898807215,213633,Deborah,Q213633$de6446cf-452e-f9b4-69e5-9f9a2811013d,,569,date of birth,"""+993-00-00T00:00:00Z""",,"""-1204-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human biblical figure,"""Fourth judge of Israel""",,,property_value_update,
246811045,217648,Isaac van Ostade,Q217648$bc6c9f3d-4e7f-a971-a7e7-1f15f3b0d3d1,,570,date of death,"""+1949-10-16T00:00:00Z""",,"""+1649-10-16T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""painter from the Northern Netherlands (1621-1649)""",,,property_value_update,
1275260976,219825,National Convention,Q219825$2e67e924-4fff-463a-4f65-c4a1be173537,,571,inception,"""+1792-09-21T00:00:00Z""",,"""+2050-09-21T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,"legislative term, parliament, regime","""single-chamber assembly in France from 21 September 1792 to 26 October 1795""",,,property_value_update,
2268773486,223992,Wes Craven,Q223992$c2a9ffa3-417a-a7ec-6fe9-c0d8dfef83a0,,2031,work period (start),"""+1971-00-00T00:00:00Z""",,"""+1968-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American film director, screenwriter and producer (1939–2015)""",,,property_value_update,
1031926424,229235,Cai Lun,Q229235$D3E828B3-783E-4092-BD79-C4F9C9FAB392,,569,date of birth,"""+48-00-00T00:00:00Z""",,"""+50-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Chinese official credited with inventing paper (died 121)""",,,property_value_update,
1151642681,235712,Margaret Burbidge,Q235712$366012e5-4a50-a64b-7a9d-2ff0e5bcf338,,570,date of death,"""+2020-04-06T00:00:00Z""",,"""+2020-04-05T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""British-born American astronomer (1919-2020)""",,,property_value_update,
753444200,272253,Bobbie Gentry,q272253$BFCA60BB-1570-41B3-8D89-77B1CB930630,,569,date of birth,"""+1944-07-27T00:00:00Z""",,"""+1942-07-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""American singer-songwriter""",,,property_value_update,
593190035,242317,Margaret of England,Q242317$FCD7D3D4-AD9F-4452-AB5D-B816FB3C8300,,570,date of death,"""+1275-02-26T00:00:00Z""",,"""+1275-02-27T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Queen of Scotland (1240-1275)""",,,property_value_update,
657564773,346620,Adad-shuma-iddina,Q346620$27F32828-6A24-4130-B5B8-B2A8A3B871ED,,570,date of death,"""-1260-00-00T00:00:00Z""",,"""-1217-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""king of Babylon""",,,property_value_update,
1197036091,254523,Shamshi-Adad I,Q254523$b0bc01c6-432e-7aa2-3b78-2e89ba159861,,569,date of birth,"""+1784-00-00T00:00:00Z""",,"""-1860-00-00T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""king of Mari (ca. 1808–1776 BCE)""",,,property_value_update,
551692661,250089,Alessandro Piccolomini,Q250089$7772EF1C-F203-42F0-98DF-1AF91C1333F8,,570,date of death,"""+1579-03-12T00:00:00Z""",,"""+1578-03-12T00:00:00Z""",,time,UPDATE,PROPERTY_VALUE,human,"""Italian writer and philosopher, titular archbishop of Patrae""",,,property_value_update,
