"pair_id","revision_id","entity_id","entity_label","value_id","property_id","change_target","property_label","old_value","old_value_label","new_value","new_value_label","datatype","action","target","comment","timestamp","label","username"
144,"7611646","65","Los Angeles","q65$65DA4A8B-70AE-4E7C-B732-A0AD8EEF5D1E","131","","located in the administrative territorial entity","{}","","""Q99""","California","wikibase-entityid","CREATE","PROPERTY","/* wbcreateclaim:1 */ p131","2013-02-24 17:37:24+00","property_replacement","Magnus Manske"
144,"7611653","65","Los Angeles","q65$7CBC79F7-93AF-48A0-8E01-564C672A3689","11","","state","""Q99""","California","{}","","","DELETE","PROPERTY","/* wbremoveclaims:1 */","2013-02-24 17:37:26+00","property_replacement","Magnus Manske"
145,"205194959","66","Boeing","q66$54de2b5c-4ad2-100c-b335-fad7f1815510","138","","named after","""Q214826""","William Boeing","{}","","","DELETE","PROPERTY","/* wbmergeitems-to:0||Q99 */","2015-03-20 13:10:20+00","non_property_replacement","Lucie Kaffee (WMDE)"
145,"8705769","66","Boeing","q66$FDF2CF78-FD0E-46F5-B9F2-9C81806B0499","112","","founded by","{}","","""Q214826""","William Boeing","wikibase-entityid","CREATE","PROPERTY","/* wbcreateclaim:1 */ p112","2013-03-02 16:45:57+00","non_property_replacement","Danrok"
146,"74497646","68","computer","q68$67B4ED4D-082F-4815-A3D6-D76849584FE2","373","","Commons category","""Computers""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */[[Property:P373]]: Computers","2013-10-05 10:28:31+00","non_property_replacement",""
146,"1549147292","68","computer","Q68$ccf62302-49e7-c6ca-3f5b-4fac6126cede","8539","","ERIC Thesaurus ID","{}","","""Computers""","","string","CREATE","PROPERTY","/* wbsetclaim-create:2||1 */ [[Property:P8539]]: Computers","2021-12-24 01:26:39+00","non_property_replacement","Dcflyer"
147,"332","69","Courrendlin","label","-1","","label","{}","","""Courrendlin""","","string","CREATE","PROPERTY","/* wbsetlabel-set:1|en */ Courrendlin","2012-10-29 21:05:25+00","non_property_replacement","Snipre"
147,"434029034","69","Courrendlin","Q69$BAE24CED-5FB6-4188-9736-7E2044FAF136","1448","","official name","""Courrendlin""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P1448]]: Courrendlin, #petscan","2017-01-21 16:30:27+00","non_property_replacement","Jura1"
148,"313","70","Bern","label","-1","","label","{}","","""Bern""","","string","CREATE","PROPERTY","/* wbsetlabel-set:1|en */ Bern","2012-10-29 20:55:15+00","non_property_replacement","Snipre"
148,"1570578131","70","Bern","Q70$12e9150c-4aba-ce71-9e76-eb8cc3534024","1448","","official name","""Bern""","","{}","","monolingualtext","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P1448]]: Bern","2022-01-30 20:46:33+00","non_property_replacement","Lœnidra"
149,"7292245","72","Zurich","q72$BB8B15A4-573B-4086-B1BA-F4FC86B9B4A1","17","","country","{}","","""Q39""","Switzerland","wikibase-entityid","CREATE","PROPERTY","/* wbcreateclaim:1 */ p17","2013-02-21 21:38:59+00","non_property_replacement","Nowic"
149,"67512579","72","Zurich","q72$3ffa3d25-41cb-e490-7dd7-d1ccb1f39722","131","","located in the administrative territorial entity","""Q39""","Switzerland","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */[[Property:P131]]: [[Q39]]","2013-08-29 09:41:23+00","non_property_replacement","A.Bernhard"
150,"618617074","76","Barack Obama","Q76$B4816678-D2B6-4329-9A9B-1003194F40B4","463","","member of","""Q30""","United States","{}","","","DELETE","PROPERTY","/* undo:0||618616995|Vvekbv */","2018-01-10 22:42:30+00","non_property_replacement","Vvekbv"
150,"5792564","76","Barack Obama","q76$A779375B-8B6E-45F5-9E1C-E56225F19C79","27","","country of citizenship","{}","","""Q30""","United States","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 21:37:01+00","non_property_replacement","Tamzin"
151,"1243919543","78","Basel","Q78$8319e1ae-400b-0af9-b212-0326d93e7eb2","1889","","different from","""Q12172""","Canton of Basel-Stadt","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P1889]]: [[Q12172]]","2020-08-01 10:23:57+00","non_property_replacement","VauTee"
151,"8578884","78","Basel","q78$48A90192-1808-4F33-A91F-A5CA3F1D289E","131","","located in the administrative territorial entity","{}","","""Q12172""","Canton of Basel-Stadt","wikibase-entityid","CREATE","PROPERTY","/* wbcreateclaim:1 */ p131","2013-03-02 07:47:34+00","non_property_replacement","Docu"
152,"197609209","82","printer","Q82$1272A116-AADC-46FD-89E2-620C8007D0FE","31","","instance of","""Q11019""","machine","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P31]]: [[Q11019]]","2015-02-18 21:12:58+00","non_property_replacement","Nk"
152,"85767508","82","printer","Q82$a33b33c3-4980-67a6-4077-bc3e0bcbd5b9","279","","subclass of","{}","","""Q11019""","machine","wikibase-entityid","CREATE","PROPERTY","/* wbsetclaim-create:1||1 */[[Property:P279]]: [[Q11019]]","2013-11-12 06:19:14+00","non_property_replacement","金亦天"
153,"32986299","83","MediaWiki","q83$AA758C6F-919C-4EBB-BA06-DF7D9298CB7A","373","","Commons category","{}","","""MediaWiki""","","string","CREATE","PROPERTY","/* wbcreateclaim-create:2| */ [[Property:P373]], MediaWiki","2013-04-30 19:52:15+00","non_property_replacement","BotMultichill"
153,"289664119","83","MediaWiki","Q83$E2D90D1E-9A2B-4E91-9A9D-89D68B59952F","935","","Commons gallery","""MediaWiki""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P935]]: MediaWiki","2016-01-08 16:40:20+00","non_property_replacement",""
154,"102539370","86","headache","Q86$3563832d-4f71-31c7-713e-80e6cf11b89c","279","","subclass of","{}","","""Q81938""","pain","wikibase-entityid","CREATE","PROPERTY_VALUE","/* wbsetclaim-create:1||1 */[[Property:P279]]: [[Q81938]]","2014-01-16 08:46:55+00","non_property_replacement","Infovarius"
154,"179395406","86","headache","Q86$ACDA482C-57A5-48D6-8E64-0AD8734D0400","31","","instance of","""Q81938""","pain","{}","","","DELETE","PROPERTY","Undid revision 179313414 by [[Special:Contributions/Yamaha5|Yamaha5]] ([[User talk:Yamaha5|talk]])","2014-12-07 16:54:53+00","non_property_replacement","Emw"
155,"625430853","89","apple","Q89$bfadf004-4cb5-a7e6-3299-2f0f178ccd0d","279","","subclass of","""Q3314483""","fruit","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P279]]: [[Q3314483]]","2018-02-01 10:24:34+00","non_property_replacement","Jheald"
155,"5908825","89","apple","q89$88F7F466-B6B6-47A5-8EC8-5E26C5697A5A","31","","instance of","{}","","""Q3314483""","fruit","wikibase-entityid","CREATE","PROPERTY","","2013-02-06 16:00:40+00","non_property_replacement","Ske"
156,"2199484895","90","Paris","Q90$642E2652-8F1B-4AF8-A1A3-36E3BE8A28DB","7818","","French Vikidia ID","""Paris""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P7818]]: Paris (Property P7818 not found, cannot determine the data type to use.), [[:toollabs:quickstatements/#/batch/234070|batch #234070]]","2024-07-09 16:00:50+00","non_property_replacement","Ameisenigel"
156,"452","90","Paris","label","-1","","label","{}","","""Paris""","","string","CREATE","PROPERTY","/* wbsetlabel-set:1|en */ Paris","2012-10-29 21:42:45+00","non_property_replacement","Reedy"
157,"6171325","91","Abraham Lincoln","q91$9482D2E3-34F9-4058-BF94-B14DF462D971","31","","instance of","{}","","""Q11696""","President of the United States","wikibase-entityid","CREATE","PROPERTY","","2013-02-10 03:39:51+00","non_property_replacement","Remember"
157,"193290629","91","Abraham Lincoln","q91$EE428598-BCD5-4D80-BF24-4C5E27868AC8","39","","position held","""Q11696""","President of the United States","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P39]]: [[Q11696]]","2015-02-03 20:51:59+00","non_property_replacement","Aude"
158,"5796152","94","Android","q94$C81B72C7-811B-4837-B7E3-69DFD46DA4FC","31","","instance of","{}","","""Q9135""","operating system","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 22:55:23+00","non_property_replacement","Daranz"
158,"2284325221","94","Android","Q94$5eb6582b-4a1c-a5d0-ee99-6b36b9d3cdc8","279","","subclass of","""Q9135""","operating system","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P279]]: [[Q9135]]","2024-12-07 05:39:09+00","non_property_replacement","EnterYourUsername24"
159,"6782668","95","Google","q95$0535C81A-1CA8-4B8F-AEFA-C9D58E1EF7C8","112","","founded by","{}","","""Q4934""","Larry Page","wikibase-entityid","CREATE","PROPERTY","","2013-02-17 13:01:36+00","non_property_replacement","Wylve"
159,"319343337","95","Google","q95$E91DD8D6-07D3-4652-8A16-B1942D3CE7C7","169","","chief executive officer","""Q4934""","Larry Page","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1| */ [[Property:P169]]: [[Q4934]]","2016-04-06 22:02:33+00","non_property_replacement",""
160,"2348932379","96","Mexico","Q96$12D10E26-A08F-446C-B550-F6CD46D2349C","13574","","‎most populous urban area","""Q1489""","Mexico City","{}","","","DELETE","PROPERTY","/* undo:0||2348930981|Swpb */ error ([[:toollabs:editgroups/b/EG/28dd926|details]])","2025-05-16 00:43:45+00","non_property_replacement","Swpb"
160,"5799502","96","Mexico","q96$4F416360-22E5-4453-9698-B8239BC31DA9","36","","capital","{}","","""Q1489""","Mexico City","wikibase-entityid","CREATE","PROPERTY","","2013-02-05 00:35:50+00","non_property_replacement","Delusion23"
161,"5791041","99","California","q99$FB2C1F7F-5397-4AFA-AE0B-F57EAD7831D0","17","","country","{}","","""Q30""","United States","wikibase-entityid","CREATE","PROPERTY","","2013-02-04 20:34:33+00","non_property_replacement","Ymblanter"
161,"50424111","99","California","q99$7E61EF0D-CEEB-41DB-BB90-662EEAF07305","131","","located in the administrative territorial entity","""Q30""","United States","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1||1 */ [[Property:P131]]: [[Q30]]","2013-06-13 17:32:53+00","non_property_replacement","TCN7JM"
162,"568","105","Monday","label","-1","","label","{}","","""Monday""","","string","CREATE","PROPERTY","/* wbsetlabel-set:1|en */ Monday","2012-10-29 22:01:48+00","non_property_replacement","Reedy"
162,"290419671","105","Monday","Q105$79DC4B99-B644-41FB-A4FD-78BDEC18BD88","935","","Commons gallery","""Monday""","","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P935]]: Monday, несуществующий файл / missing file","2016-01-10 09:16:19+00","non_property_replacement","KrBot"
163,"2009425637","107","space","Q107$bf3c54ce-421a-21fa-b37b-d0e3b44b4aa1","1557","","manifestation of","""Q133327""","spacetime","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P1557]]: [[Q133327]]","2023-11-12 04:20:36+00","non_property_replacement","Fgnievinski"
163,"80785753","107","space","Q107$1878ba2d-4457-f347-c738-a013f14eb8e5","361","","part of","{}","","""Q133327""","spacetime","wikibase-entityid","CREATE","PROPERTY","/* wbsetclaim-create:1||1 */[[Property:P361]]: [[Q133327]]","2013-10-23 01:27:42+00","non_property_replacement","朝彦"
164,"1787201063","113","Schulze method","Q113$b76cc819-44e3-a991-a170-7a9533b33ad5","279","","subclass of","""Q868720""","Condorcet method","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P279]]: [[Q868720]]","2022-12-09 20:20:28+00","non_property_replacement","Waldyrious"
164,"224460706","113","Schulze method","Q113$335f7877-4a4d-c4aa-f26a-3865ce696cc8","31","","instance of","{}","","""Q868720""","Condorcet method","wikibase-entityid","CREATE","PROPERTY_VALUE","/* wbsetclaim-create:2||1 */ [[Property:P31]]: [[Q868720]]","2015-06-27 21:56:17+00","non_property_replacement","SamB"
165,"703373609","114","Kenya","Q114$f74c1772-4c4a-f956-ccfd-d4a029357235","361","","part of","""Q15""","Africa","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P361]]: [[Q15]], #quickstatements; [[:toollabs:quickstatements/#mode=batch&batch=2940|batch #2940]] by [[User:Matěj Suchánek|]]","2018-06-27 12:47:04+00","non_property_replacement","QuickStatementsBot"
165,"6021235","114","Kenya","q114$B6F7FA84-E5DC-4041-94C5-D70400576D13","30","","continent","{}","","""Q15""","Africa","wikibase-entityid","CREATE","PROPERTY","","2013-02-08 06:05:48+00","non_property_replacement","Romaine"
166,"30153631","116","monarch","q116$d9575427-4fdf-5b1c-e558-72361cbbd40a","279","","subclass of","{}","","""Q48352""","head of state","wikibase-entityid","CREATE","PROPERTY","","2013-04-23 20:22:09+00","non_property_replacement","Deevayy"
166,"2351012667","116","monarch","Q116$f0a28c2c-4235-4d24-bfc5-e04e063e673b","39","","position held","""Q48352""","head of state","{}","","","DELETE","PROPERTY","/* wbremoveclaims-remove:1| */ [[Property:P39]]: [[Q48352]]","2025-05-21 22:07:43+00","non_property_replacement","GrandEscogriffe"
167,"42278924","4536","Matchstick Men","q4536$a54de49d-4add-9e19-234e-3e899141f84c","482","","support actor/actress","""Q2240987""","Fran Kranz","{}","","wikibase-entityid","DELETE","PROPERTY_VALUE","/* wbremoveclaims-remove:1||1 */ [[Property:P482]]: [[Q2240987]]","2013-05-14 23:16:04+00","property_replacement","Sven Manguard"
167,"42278903","4536","Matchstick Men","q4536$d3e76dea-4877-07b0-684a-673a3ae5862c","161","","cast member","{}","","""Q2240987""","Fran Kranz","wikibase-entityid","CREATE","PROPERTY_VALUE","/* wbsetclaim-create:1||1 */ [[Property:P161]]: [[Q2240987]]","2013-05-14 23:16:00+00","property_replacement","Sven Manguard"
